training/actor/actor_loss,training/actor/adv,training/actor/bc_log_prob,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,validation/actor/actor_loss,validation/actor/adv,validation/actor/bc_log_prob,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/value_loss,time/epoch_time,time/total_time,step
8.202174,0.10118465,-1.9787798,0.55688745,-0.5146633,37.48341,0.12156874,-14.404892,-22.756998,0.064092025,5.536812,0.07113136,-2.0435658,0.1293584,-14.308189,-22.746628,0.11943164,0.11776417241096497,588.8208775520325,5000
7.2246575,0.053128056,-2.120331,2.78331,-2.954666,190.26134,0.064000145,-21.864605,-45.48695,0.2204256,7.126129,0.12720633,-1.9803609,0.05361545,-22.06513,-45.73618,0.1547251,0.008189612579345704,629.7689471244812,10000
11.080362,0.14118364,-1.9378406,3.0172803,-2.112352,168.74408,-0.056298286,-26.24944,-63.276985,0.28711826,9.496173,0.16113555,-1.9558834,-0.03518921,-26.437551,-63.18088,0.6539732,0.008196180772781373,670.7498579025269,15000
10.435379,0.07508574,-2.077261,3.8035173,-4.7193346,264.09338,0.017165583,-22.530828,-71.787186,0.2874437,9.375954,0.17404073,-1.9495848,0.028655492,-24.987518,-69.004875,0.21861047,0.00818665852546692,711.6831569671631,20000
8.996513,0.039255146,-2.060174,3.6085017,-2.5968592,190.75787,-0.05452609,-23.694284,-60.377346,0.2528798,7.1794405,0.15766612,-1.9936779,-0.060482103,-22.44247,-72.037415,0.244064,0.008194027137756348,752.653299331665,25000
8.151178,0.10059753,-1.9499493,4.829029,-4.4892545,274.74255,-0.003793642,-25.660252,-66.76634,0.47223705,7.6273704,0.10249945,-2.016355,0.01707467,-24.380688,-64.35037,0.20031513,0.008194945573806763,793.6280338764191,30000
9.601927,0.1639639,-2.1101568,2.097466,-3.0349767,196.58788,0.065822236,-24.378466,-63.17701,0.1958504,8.886582,0.15606555,-1.9919504,0.045877118,-25.732475,-64.881744,0.2640794,0.008194781064987182,834.6019463539124,35000
8.849274,0.15337323,-1.9876426,2.2027864,-2.9745812,175.16977,0.04353557,-27.579794,-67.500244,0.3084947,8.873224,0.15306325,-1.9427418,0.036951333,-27.514896,-67.342026,0.257273,0.008193584251403808,875.569874048233,40000
9.052829,0.15482116,-1.9190491,1.8450577,-2.4933212,148.65543,0.031033862,-26.150377,-64.56287,0.30249995,12.477503,0.101053916,-2.0626194,0.032720014,-26.998978,-66.14917,0.22701299,0.008194628620147705,916.5430238246918,45000
12.086939,0.18120539,-1.9924111,1.6947718,-2.5027437,126.45588,0.041445654,-25.751553,-64.46962,0.19880101,8.702733,0.16533867,-2.037003,0.054998394,-24.825838,-66.307816,0.15628383,0.008190475225448609,957.4954071044922,50000
8.523956,0.15524323,-2.0462341,2.5794642,-3.2051716,166.86983,0.019525182,-26.444456,-65.391846,0.2270622,11.608377,0.18753761,-2.0657425,0.044499177,-25.809801,-67.133286,0.18646523,0.008194343662261962,998.4671325683594,55000
