training/actor/actor_loss,training/actor/adv,training/actor/bc_log_prob,training/critic/binary_accuracy,training/critic/categorical_accuracy,training/critic/contrastive_loss,training/critic/logits,training/critic/logits_neg,training/critic/logits_pos,training/critic/v_max,training/critic/v_mean,training/critic/v_min,training/grad/max,training/grad/min,training/grad/norm,training/value/binary_accuracy,training/value/categorical_accuracy,training/value/contrastive_loss,training/value/logits,training/value/logits_neg,training/value/logits_pos,training/value/v_max,training/value/v_mean,training/value/v_min,validation/actor/actor_loss,validation/actor/adv,validation/actor/bc_log_prob,validation/critic/binary_accuracy,validation/critic/categorical_accuracy,validation/critic/contrastive_loss,validation/critic/logits,validation/critic/logits_neg,validation/critic/logits_pos,validation/critic/v_max,validation/critic/v_mean,validation/critic/v_min,validation/value/binary_accuracy,validation/value/categorical_accuracy,validation/value/contrastive_loss,validation/value/logits,validation/value/logits_neg,validation/value/logits_pos,validation/value/v_max,validation/value/v_mean,validation/value/v_min,time/epoch_time,time/total_time,step
41.164207,-0.07132465,-1.8535432,0.9976959,0.66015625,0.010327376,-10.525595,-10.562525,-1.108238,73.626465,4.106096,1.0185694e-06,5.225826,-5.5016003,130.96617,0.9973755,0.56640625,0.01204873,-9.964084,-9.99624,-1.7641921,159.27176,2.4511368,8.491236e-07,34.329712,-0.3886372,-1.8433995,0.9975128,0.6328125,0.011480203,-10.387886,-10.422911,-1.456496,55.041115,3.135829,4.5649717e-06,0.9971924,0.56640625,0.012384342,-10.024144,-10.055889,-1.9291869,17.324259,1.5381272,4.2859497e-06,0.13399273896217345,669.9637095928192,5000
35.661095,-0.332463,-1.8619167,0.998291,0.8046875,0.0074208975,-11.139446,-11.183943,0.20733342,829.71576,18.891754,1.866625e-06,4.532795,-2.9873993,100.51407,0.9981842,0.796875,0.0075774277,-11.12084,-11.164088,-0.09253339,281.87918,12.775327,1.9591932e-06,36.478718,-0.49258983,-1.8625643,0.9974365,0.609375,0.011944428,-11.084116,-11.123546,-1.0292923,485.6095,14.194006,1.4238849e-07,0.9972534,0.61328125,0.011890199,-10.889393,-10.927408,-1.195498,469.83585,12.344463,1.6461467e-05,0.01467160243988037,743.3217303752899,10000
28.516626,-0.75632274,-1.8150022,0.9986572,0.84375,0.0057091247,-12.59271,-12.646196,1.0466406,2128.8267,49.120113,1.619745e-05,3.8680027,-3.4319258,115.7881,0.99853516,0.8203125,0.0066161854,-12.269346,-12.3210945,0.92669773,1239.0306,41.011894,1.1854704e-05,31.814913,-0.9738932,-1.7894983,0.9976959,0.671875,0.010515307,-12.47505,-12.520856,-0.79455364,2212.3896,26.44957,9.921642e-10,0.9975128,0.62890625,0.010839025,-12.224295,-12.269374,-0.7290025,714.2777,21.251848,3.8799706e-07,0.014706186199188233,816.8526711463928,15000
40.492775,-0.5932361,-1.8165559,0.99890137,0.859375,0.004896283,-13.970079,-14.032104,1.8463192,4256.6646,96.02666,5.88694e-06,5.238848,-6.278742,153.44334,0.99868774,0.86328125,0.005026805,-13.540211,-13.599735,1.6385956,1667.3027,75.664505,1.9329023e-05,45.108963,-0.650005,-1.7809501,0.99746704,0.6796875,0.012632156,-13.636114,-13.685988,-0.9178145,6149.786,45.215782,2.0717008e-09,0.9972229,0.6484375,0.011885775,-13.419695,-13.468925,-0.8658005,3153.3452,59.276665,6.6060444e-08,0.01475968222618103,890.651097536087,20000
29.959936,-1.0232581,-1.8477887,0.99928284,0.953125,0.0030615528,-14.895598,-14.964134,2.5813293,34029.57,240.70694,0.00033224947,4.30121,-2.9060807,133.74559,0.99909973,0.92578125,0.0034527401,-14.432707,-14.499129,2.5051546,6087.6064,215.05823,2.7644224e-05,33.11357,-1.4434509,-1.7682624,0.9975586,0.69140625,0.012037441,-14.929363,-14.983479,-1.129605,3027.6096,43.478065,1.239065e-08,0.99742126,0.69140625,0.011165913,-14.406966,-14.4604025,-0.7807158,5429.1865,65.41657,2.9989682e-08,0.014775099325180053,964.5266079902649,25000
25.846264,-1.1852626,-1.720697,0.99902344,0.9140625,0.0036955057,-15.500914,-15.570376,2.2124512,10740.617,138.90413,2.3088165e-05,3.7637126,-4.728219,140.07065,0.99890137,0.9140625,0.0038302382,-15.045969,-15.114631,2.463099,14817.092,378.98193,5.8290852e-06,32.657433,-1.6278543,-1.7314125,0.99731445,0.6640625,0.014185855,-15.675931,-15.730038,-1.8785313,4812.0293,39.576782,3.1971834e-10,0.997345,0.6171875,0.013198851,-15.282465,-15.337719,-1.1922629,10772.541,99.7981,2.7855882e-09,0.014740782594680786,1038.230535030365,30000
40.89031,-0.7346394,-1.7840097,0.999176,0.94921875,0.0031442037,-16.022415,-16.096748,2.9324746,60721.746,384.35858,3.649556e-05,11.415406,-22.310963,314.24515,0.9990845,0.9375,0.0031936194,-15.72102,-15.793656,2.80145,8641.035,235.13818,0.00018509828,43.873432,-1.1324428,-1.6732798,0.99760437,0.70703125,0.013607415,-15.860521,-15.915507,-1.8387122,20452.947,114.08281,1.1575093e-08,0.99754333,0.671875,0.013631133,-15.858926,-15.913301,-1.9927785,1079.7231,23.782825,1.240226e-08,0.014731890439987183,1111.8900001049042,35000
36.604637,-1.0035572,-1.8086916,0.9994507,0.98046875,0.0022008845,-15.898226,-15.974711,3.605754,225490.12,872.6814,0.00036275998,5.4492283,-4.6932497,206.84714,0.99923706,0.9609375,0.0022871904,-15.933127,-16.009117,3.4444182,12389.237,442.13165,0.0013017358,48.258553,-1.062145,-1.7245746,0.9975128,0.68359375,0.014153372,-15.851424,-15.906868,-1.7128866,5603.0654,72.38956,1.4774387e-08,0.9973602,0.6171875,0.014995764,-16.07069,-16.126087,-1.9443821,103914.02,475.2209,4.877457e-10,0.01475501847267151,1185.6651062965393,40000
39.715202,-0.6689247,-1.6605866,0.99946594,0.9609375,0.0024860254,-16.536686,-16.61375,3.1147537,20108.875,354.72327,4.811787e-06,6.66726,-4.0543594,235.25607,0.999115,0.93359375,0.0030081905,-16.549713,-16.62635,2.9933236,22318.69,306.482,2.3927687e-05,43.55075,-1.2070216,-1.6913799,0.99768066,0.66796875,0.015355555,-16.438948,-16.495283,-2.0729957,8954.117,100.4633,5.9289823e-10,0.99754333,0.62890625,0.01596529,-16.535694,-16.59081,-2.480567,3989.0957,57.1878,3.5098724e-10,0.014752822875976563,1259.4292333126068,45000
42.879093,-0.882324,-1.7276475,0.9993286,0.95703125,0.0027806186,-17.103004,-17.18201,3.0441332,58242.477,671.5491,1.2233572e-06,5.4808855,-7.2860937,253.47128,0.9992218,0.9453125,0.0028045552,-17.095594,-17.174528,3.0324893,19143.13,376.56616,1.0510265e-06,44.64909,-1.087975,-1.7070863,0.99731445,0.67578125,0.016117385,-16.939953,-16.996273,-2.5782933,5434.729,60.997875,2.9387617e-10,0.9971924,0.6171875,0.016544225,-17.032728,-17.088806,-2.7325041,2286.9053,33.79946,2.2558875e-11,0.01473358588218689,1333.0971720218658,50000
