training/actor/actor_loss,training/actor/adv,training/actor/bc_log_prob,training/actor/mse,training/actor/std,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,validation/actor/actor_loss,validation/actor/adv,validation/actor/bc_log_prob,validation/actor/mse,validation/actor/std,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/value_loss,time/epoch_time,time/total_time,step
89.59662,0.09951222,-4.67338,0.031474795,1.0,0.38621387,-1.4444551,13.932185,0.55753297,-14.94311,-25.440239,0.09603281,96.82214,0.08582936,-4.688767,0.0376297,1.0,0.40877527,-15.1086855,-25.00451,0.11811502,0.25028245153427126,1251.4123072624207,5000
142.22389,0.093090974,-4.67,0.030122831,1.0,1.0445148,-1.2282683,16.811886,0.5723548,-23.148804,-43.702835,0.19117042,136.3066,0.117800266,-4.668865,0.02966906,1.0,0.7671043,-24.116213,-42.988968,0.18103798,0.0027154664516448974,1264.9896831512451,10000
171.87128,0.15311691,-4.6585226,0.025532026,1.0,0.8096306,-1.1900562,18.66801,0.7561274,-27.001102,-57.990673,0.24427988,167.49527,0.12251533,-4.6607037,0.026404485,1.0,1.3923792,-27.930725,-58.09615,0.27274898,0.0026737805366516113,1278.3586208820343,15000
188.72873,0.16810301,-4.6502385,0.02221844,1.0,1.2889955,-0.7234029,20.88209,1.1314986,-30.650738,-69.04602,0.27273765,192.41963,0.14063357,-4.6594734,0.02591228,1.0,0.50876623,-30.482761,-68.52507,0.21866292,0.0026951506137847902,1291.8344147205353,20000
190.66441,0.16857722,-4.6481547,0.021384938,1.0,0.6847126,-0.6009398,16.196402,0.6769664,-32.142815,-75.99275,0.22831717,183.7531,0.128368,-4.652457,0.023105739,1.0,0.6269138,-33.188423,-76.97112,0.2875206,0.002673054504394531,1305.1997284889221,25000
188.95074,0.15847778,-4.656748,0.024822017,1.0,2.0828288,-1.8763071,25.241758,0.65103894,-31.21408,-80.30087,0.2741515,186.76909,0.16554317,-4.656706,0.02480529,1.0,0.59046817,-32.94714,-82.05478,0.2754218,0.002658616542816162,1318.4928500652313,30000
195.87292,0.1347622,-4.651053,0.022544062,1.0,0.96555156,-0.86644685,19.993114,0.4964037,-33.510117,-85.57367,0.28968275,182.0564,0.12779088,-4.6488314,0.021655513,1.0,0.7119955,-34.862183,-85.232574,0.32820967,0.002643300437927246,1331.7093832492828,35000
211.51143,0.188463,-4.650584,0.022356657,1.0,0.85431045,-1.0891893,23.255814,0.5461036,-34.971035,-86.867355,0.31777775,204.18744,0.16399908,-4.653082,0.023355767,1.0,0.69790983,-35.185593,-87.77388,0.4574263,0.0026977972507476805,1345.1984112262726,40000
177.65576,0.10590046,-4.649739,0.022018481,1.0,1.0887377,-1.3515538,16.225754,0.45026127,-34.528015,-89.32303,0.24388865,191.5842,0.13452347,-4.656024,0.024532402,1.0,0.65973365,-37.65413,-88.160965,0.25690544,0.0026361548900604246,1358.379224538803,45000
191.26048,0.16544846,-4.647156,0.020985274,1.0,0.95517874,-0.7296989,16.547985,0.5575053,-36.056858,-90.734146,0.24149925,188.24974,0.14877743,-4.650989,0.02251851,1.0,0.54210484,-34.984627,-89.65322,0.38202015,0.0027149864673614503,1371.9542009830475,50000
188.57294,0.12959583,-4.6474867,0.021117825,1.0,0.8230144,-1.4532589,20.750725,0.60546154,-36.66604,-91.42137,0.33109194,202.07025,0.19875714,-4.6529627,0.023308152,1.0,0.61639535,-35.735058,-89.54553,0.33068734,0.0027301572799682617,1385.6050281524658,55000
202.27805,0.19772491,-4.642989,0.019318486,1.0,1.5001127,-1.3415968,19.797766,0.5460033,-36.188118,-92.6225,0.21074139,200.87964,0.19065134,-4.6549597,0.024107013,1.0,0.70000243,-36.216637,-90.53956,0.27135384,0.0026636887073516846,1398.9235105514526,60000
200.76828,0.18407393,-4.648964,0.021708623,1.0,1.3282374,-0.5788165,19.319614,0.66160244,-35.625694,-92.262344,0.22191562,196.87405,0.17199558,-4.6493225,0.021851892,1.0,0.3579838,-36.619827,-92.96758,0.21341062,0.0026717565536499024,1412.2823367118835,65000
198.74974,0.19075811,-4.6391325,0.017775966,1.0,1.0046482,-0.61920774,15.923148,0.47749406,-36.0607,-93.26255,0.28254145,188.70444,0.14994368,-4.661506,0.026725328,1.0,0.34908995,-37.781204,-93.798325,0.23467758,0.0027139017581939697,1425.8518857955933,70000
