training/grad/max,training/grad/min,training/grad/norm,training/high_actor/actor_loss,training/high_actor/adv,training/high_actor/bc_log_prob,training/high_actor/mse,training/high_actor/std,training/low_actor/actor_loss,training/low_actor/adv,training/low_actor/bc_log_prob,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,validation/high_actor/actor_loss,validation/high_actor/adv,validation/high_actor/bc_log_prob,validation/high_actor/mse,validation/high_actor/std,validation/low_actor/actor_loss,validation/low_actor/adv,validation/low_actor/bc_log_prob,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/value_loss,time/epoch_time,time/total_time,step
25.870146,-34.17257,1910.97,685.943,2.0705135,-12.719347,0.70599234,1.0,15.017418,0.55157626,-0.62720114,-0.020073708,-33.56861,-87.5316,0.873636,647.30273,2.1299648,-12.675224,0.6971678,1.0,13.1515255,0.6410165,-0.5589919,0.3641709,-34.65316,-81.99409,1.0308651,0.01806679768562317,2086.745538711548,90000
21.648983,-17.826927,1613.3735,636.6383,1.5875763,-12.701729,0.70246875,1.0,16.486494,0.6600404,-0.56580734,0.13066956,-31.955696,-83.45594,0.7713673,671.91846,1.9849586,-12.55813,0.67374915,1.0,10.946882,0.48982522,-0.6929817,0.05602705,-35.13567,-79.326096,0.844655,0.018033251523971557,2176.911809206009,95000
28.027557,-17.614975,1702.8232,643.8482,1.6595452,-12.492001,0.66052324,1.0,16.094112,0.577587,-0.50094426,0.08306801,-34.310223,-79.596436,1.5317883,605.58124,1.4800619,-12.346847,0.63149214,1.0,13.950382,0.5155698,-0.5661001,0.11511043,-33.461792,-78.90568,1.3342271,0.018048419523239136,2267.1539208889008,100000
13.295604,-15.316193,1436.0679,639.7721,1.8538554,-12.84638,0.731399,1.0,12.058721,0.5693792,-0.5469501,0.046964563,-31.202326,-75.08821,0.9119096,632.635,1.7930169,-12.740534,0.7102299,1.0,13.486239,0.42982313,-0.61797136,0.03531315,-34.982178,-74.52548,0.9095893,0.10422891521453857,2788.2985095977783,105000
12.483102,-25.03103,1612.9979,620.8286,1.766156,-12.463093,0.65474147,1.0,13.728967,0.5074025,-0.58680445,-0.0061085075,-32.29604,-65.899765,0.7016375,537.6168,1.3795781,-12.636633,0.6894495,1.0,16.22615,0.47279826,-0.5282463,0.10331559,-28.612026,-63.231667,0.8461824,0.018047102737426757,2878.534035682678,110000
24.550953,-14.157528,1563.4521,703.3605,2.0016856,-12.690065,0.7001361,1.0,11.084921,0.39884242,-0.6171857,0.09225397,-34.839024,-82.42059,0.80259466,704.15076,1.9774032,-12.556715,0.6734661,1.0,9.024597,0.5384928,-0.52400017,0.06022075,-33.49155,-81.354004,0.80558604,0.01806609025001526,2968.8644993305206,115000
21.505157,-27.953379,1713.0466,667.57965,1.7795401,-12.55019,0.67216104,1.0,11.067823,0.47317028,-0.51451063,0.010657027,-33.588974,-87.31979,0.7687764,682.4949,1.9901922,-12.737277,0.7095784,1.0,8.902842,0.50542265,-0.49188727,0.027744196,-32.223152,-83.874084,0.9610263,0.018036410665512086,3059.0465638637543,120000
24.062927,-24.499714,1646.3654,694.9938,1.8665311,-12.972206,0.7565641,1.0,5.060078,0.5378473,-0.6172137,0.071559735,-36.27873,-89.45511,0.92858887,668.07715,1.8266532,-12.916393,0.74540156,1.0,9.529393,0.73455906,-0.5830182,0.042322867,-31.54161,-87.62775,0.92812,0.01803552269935608,3149.224189043045,125000
20.169895,-29.484566,1691.3538,672.53955,1.9043125,-12.846542,0.73143154,1.0,11.693917,0.58853155,-0.4542951,-0.020771116,-34.78456,-83.536644,0.90352297,637.8812,1.6405582,-12.689735,0.70006996,1.0,14.608714,0.556075,-0.58825374,0.10356461,-31.964348,-86.33528,0.71597147,0.018067260026931764,3239.5605022907257,130000
17.716278,-14.830975,1471.1177,650.2699,1.8630943,-12.736417,0.7094063,1.0,12.30234,0.55724573,-0.6685201,0.115512595,-39.39965,-89.09377,0.88523674,650.65125,1.9868109,-12.695301,0.701183,1.0,9.150705,0.6605818,-0.48593774,0.0830983,-34.085884,-88.749756,1.1821572,0.018045879507064818,3329.7899131774902,135000
17.631405,-19.066204,1285.3995,624.52625,1.5723851,-12.48477,0.65907675,1.0,5.4141936,0.40468007,-0.5505228,0.086375184,-30.90854,-81.24942,0.7018162,680.04175,2.0510857,-12.498034,0.6617296,1.0,8.614874,0.42900372,-0.5295469,0.044252403,-37.41082,-82.251656,0.7655703,0.018062534475326537,3420.102597475052,140000
25.916355,-20.494785,1648.9692,673.7013,1.8231826,-12.604516,0.68302625,1.0,7.6354046,0.5676503,-0.47277308,0.031017497,-34.81402,-89.21391,0.7242065,639.2776,1.5600007,-12.659507,0.6940245,1.0,10.103509,0.48277116,-0.45460322,0.056563273,-36.65068,-87.35292,1.1926317,0.018077160739898682,3510.488413333893,145000
26.312115,-27.998413,1460.1123,642.3525,1.601748,-12.609729,0.6840687,1.0,8.231873,0.53058285,-0.4365672,0.055661492,-35.37146,-84.55693,0.72654074,675.9639,1.8503041,-12.519864,0.6660958,1.0,10.149661,0.5547056,-0.6041459,0.027768575,-35.607212,-81.892334,0.7895819,0.01805488815307617,3600.7628667354584,150000
18.563412,-19.173689,1438.2683,645.1196,1.8640884,-12.258778,0.61387855,1.0,8.217323,0.5141236,-0.53215885,0.0010677427,-35.75332,-85.27654,1.0307993,676.3678,1.7467117,-12.234901,0.6091032,1.0,7.4009933,0.5165263,-0.42881244,0.03450951,-33.625744,-81.51816,0.79039145,0.018044125747680665,3690.9835081100464,155000
12.967038,-16.210197,1254.8406,683.5,1.9281931,-12.67077,0.69627696,1.0,7.800404,0.55843174,-0.59433365,-0.0020223781,-35.89569,-87.62442,0.6991427,584.2206,1.6162049,-12.632843,0.68869156,1.0,8.95139,0.7832292,-0.39814448,0.023463614,-36.93863,-83.79481,0.94070125,0.018063070726394653,3781.2988741397858,160000
27.39546,-13.276859,1618.7747,657.88367,1.9255416,-12.469149,0.65595275,1.0,10.434866,0.5715584,-0.53527105,0.03033816,-36.321083,-85.576675,0.94363016,620.7362,1.6801255,-12.465818,0.6552866,1.0,13.038447,0.5549912,-0.51801294,0.034877792,-34.554543,-85.10882,0.8462137,0.01803298659324646,3871.4638221263885,165000
31.353823,-21.313972,1616.3452,645.35205,1.8149862,-12.78367,0.718857,1.0,7.774604,0.4654081,-0.5062473,0.074648984,-36.04984,-84.86888,0.8428609,609.7897,1.6259444,-12.79955,0.72203296,1.0,10.235035,0.47129974,-0.5850043,0.12259625,-35.52527,-84.195206,0.7305577,0.018036794996261596,3961.647808074951,170000
16.072523,-16.004011,1638.385,756.06433,2.190742,-12.515705,0.66526395,1.0,11.779087,0.6491667,-0.51934135,-0.048885725,-33.68013,-82.70802,0.9182179,659.8421,1.8608724,-12.617804,0.68568367,1.0,10.926774,0.6788413,-0.43550938,-0.025216788,-33.819305,-82.96762,0.98391354,0.01805327835083008,4051.9142122268677,175000
31.128937,-14.899559,1774.858,693.32355,2.0789554,-12.309018,0.62392676,1.0,7.446804,0.50058603,-0.5208196,0.032801166,-30.690369,-87.65016,0.8589288,678.2781,1.9117781,-12.408782,0.6438794,1.0,9.787221,0.68734384,-0.422971,-0.013455763,-34.316826,-83.25485,1.0876039,0.018042900371551512,4142.128725528717,180000
