training/grad/max,training/grad/min,training/grad/norm,training/high_actor/actor_loss,training/high_actor/adv,training/high_actor/bc_log_prob,training/high_actor/mse,training/high_actor/std,training/low_actor/actor_loss,training/low_actor/adv,training/low_actor/bc_log_prob,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,validation/high_actor/actor_loss,validation/high_actor/adv,validation/high_actor/bc_log_prob,validation/high_actor/mse,validation/high_actor/std,validation/low_actor/actor_loss,validation/low_actor/adv,validation/low_actor/bc_log_prob,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/value_loss,time/epoch_time,time/total_time,step
5.9833174,-7.753434,507.96887,305.46857,0.6142134,-12.958906,0.7539043,1.0,37.485073,0.110863,-1.5231254,-0.040505484,-10.980505,-17.316193,0.76742345,252.45612,0.51562345,-12.863263,0.73477554,1.0,55.038006,0.41124812,-1.6876254,-0.06390308,-11.513899,-17.293673,0.87939155,0.14485682883262635,724.2841596603394,5000
65.067535,-31.028427,2040.6846,475.74664,1.1104507,-12.385752,0.6392731,1.0,31.163647,0.47367194,-1.1382527,0.005596337,-19.811016,-36.856506,1.0642337,395.08923,0.9051684,-12.485481,0.65921926,1.0,24.397207,0.3223639,-0.938043,0.027586624,-21.139494,-36.935143,0.72700423,0.018551040124893187,817.0393755435944,10000
16.547703,-10.758969,1259.2191,535.27844,1.1701843,-12.38574,0.6392711,1.0,22.668415,0.69194233,-0.81613636,0.06335156,-24.69696,-54.6812,0.9736743,565.76483,1.2081773,-12.671973,0.6965176,1.0,15.688324,0.36963004,-0.8176034,0.07252545,-27.468937,-54.55192,1.3825719,0.01858637719154358,909.9712755680084,15000
16.170195,-17.697077,1548.6198,579.26196,1.69938,-12.4472475,0.65157247,1.0,15.059032,0.49958152,-0.7577961,-0.14415222,-28.709133,-69.07573,1.2236413,564.8559,1.70369,-12.434645,0.6490521,1.0,23.045883,0.49603218,-0.8660058,-0.15025023,-29.004452,-69.07341,1.1737623,0.018527407598495485,1002.6083314418793,20000
16.354553,-12.569041,1403.758,599.7528,1.2832289,-12.453465,0.6528161,1.0,22.903051,0.4599355,-0.6536912,0.0017704777,-28.285229,-64.29268,1.1383196,598.9794,1.3516868,-12.150085,0.59214,1.0,19.875309,0.60301447,-0.7086734,0.045986872,-30.540163,-79.40158,1.210177,0.018538037252426146,1095.298535823822,25000
19.62325,-16.243511,1334.4155,633.1212,1.4583434,-12.19217,0.60055697,1.0,17.874727,0.4379021,-0.66588414,-0.1316537,-27.463865,-68.25636,0.95675814,590.8895,1.359416,-12.226506,0.60742426,1.0,13.968678,0.616768,-0.6423702,-0.1130098,-26.034025,-83.19713,1.1126252,0.0186153422832489,1188.37526345253,30000
13.003164,-13.390511,1318.5682,625.18744,1.6529473,-12.66592,0.69530696,1.0,11.9709835,0.5623618,-0.6901461,0.05958167,-31.311443,-91.47832,0.8641329,663.7173,1.8167028,-12.72179,0.706481,1.0,10.657557,0.3853764,-0.52426267,0.06714309,-31.287283,-90.77896,1.1525204,0.01856839346885681,1281.2172458171844,35000
17.271582,-15.740012,1197.6189,631.7881,1.5689489,-12.572042,0.6765315,1.0,10.303787,0.44751638,-0.47219053,-0.075407654,-29.033722,-89.162994,1.2040787,602.8611,1.4492091,-12.452575,0.65263784,1.0,13.721422,0.5379173,-0.49604103,-0.106767,-32.129276,-82.15503,1.4346647,0.01855434923171997,1373.9890055656433,40000
15.747978,-8.461381,1348.2617,632.50214,1.519537,-12.488946,0.6599122,1.0,16.060917,0.4325735,-0.6372056,-0.019096311,-31.304478,-81.06381,1.2455654,644.748,1.7198708,-12.444019,0.65092665,1.0,10.163336,0.57060564,-0.5232396,-0.044312794,-28.580978,-80.30156,1.2709602,0.01858194708824158,1466.8987538814545,45000
18.648363,-14.353797,1456.2795,632.2279,1.4478674,-12.684605,0.69904375,1.0,15.436361,0.52038956,-0.6565018,0.09118759,-29.420254,-78.12518,1.194529,656.87195,1.7861075,-12.4271145,0.64754575,1.0,16.982077,0.7822715,-0.59895957,0.12246472,-31.12174,-78.119446,0.86744696,0.018549550533294677,1559.6465232372284,50000
