training/actor/actor_loss,training/actor/adv,training/actor/bc_log_prob,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,validation/actor/actor_loss,validation/actor/adv,validation/actor/bc_log_prob,validation/critic/critic_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/value_loss,time/epoch_time,time/total_time,step
2.6411805,-0.5189654,-2.0840836,0.82013273,0.0,-13.508764,-18.509174,1.561288,-2.4135358,103.46335,0.022083703,-12.96504,-17.686356,0.0349116,2.2048638,-0.5856197,-2.0821433,0.54371667,0.0,-12.779182,-18.523117,0.08979541,-12.189219,-17.698896,0.022963095,0.12686058263778688,634.3029298782349,5000
0.48941952,-0.84714717,-2.0698094,0.6839385,0.0,-20.397224,-34.36429,3.410445,-3.25533,163.84436,0.118733436,-19.887169,-33.702805,0.030503705,1.4332538,-0.4745661,-2.0734391,0.6719445,0.0,-20.431713,-34.37956,0.081573784,-19.93321,-33.713783,0.042143837,0.01080439567565918,688.3249206542969,10000
33.418343,0.40220875,-2.08689,2.7148354,0.0,-23.212488,-47.423756,20.449703,-24.893011,1073.746,0.030364022,-22.779491,-46.89562,0.09547932,3.634942,-0.3830418,-2.0822697,0.9870623,0.0,-25.745014,-47.35263,0.075990684,-25.279371,-46.826836,0.043490425,0.010732378005981445,741.9868199825287,15000
7.2135725,-0.36112082,-2.0785139,1.3593726,0.0,-24.795841,-58.392975,8.829912,-6.918415,280.93927,0.0047497526,-24.435276,-57.970184,0.06426151,7.481564,-0.36643332,-2.0774689,1.8393564,0.0,-23.312977,-57.59668,-0.010358654,-22.94701,-57.28649,0.09358485,0.010738059186935425,795.6771264076233,20000
4.2361927,-0.52735054,-2.0720172,1.6867586,0.0,-26.639015,-62.946667,6.5243454,-11.422775,351.99597,0.10569328,-26.15855,-62.580017,0.075088814,1.3600394,-0.9247731,-2.0771732,1.8338301,0.0,-25.294506,-62.226692,0.11228703,-24.854101,-61.83456,0.062195413,0.010937990140914917,850.3670904636383,25000
11.416494,-0.21654841,-2.0871055,1.2723453,0.0,-26.064575,-65.54585,6.437067,-6.0695133,333.7303,0.14502355,-25.65298,-65.29751,0.054793853,23.704132,0.080176435,-2.078168,2.381268,0.0,-28.17276,-67.39828,0.13683668,-27.747065,-66.98285,0.07776575,0.010758983182907104,904.1620147228241,30000
12.476135,0.04298474,-2.0833614,1.7989106,0.0,-29.043865,-70.25724,16.505661,-17.524052,747.56384,0.006712906,-28.62658,-69.959114,0.073454954,0.40300342,-1.1157278,-2.0797539,1.2998326,0.0,-26.775648,-69.05215,0.041634917,-26.360327,-68.62784,0.08893328,0.010750714540481567,957.9155948162079,35000
41.1304,0.37291804,-2.0866885,2.3161173,0.0,-27.487267,-71.62354,17.684927,-19.05688,932.6773,-0.04744249,-27.14059,-71.37194,0.089905724,20.52914,0.12958558,-2.0874794,1.4297323,0.0,-27.235,-64.112595,-0.025471717,-26.876198,-63.847363,0.05192002,0.010728615093231201,1011.558678150177,40000
7.3303075,-0.15343124,-2.081999,1.0912495,0.0,-28.012661,-69.683266,5.8127346,-7.925893,303.4893,-0.007262543,-27.588224,-69.54228,0.061578497,5.061712,-0.27479738,-2.0820417,1.4722346,0.0,-24.189247,-66.37691,0.019964665,-23.749609,-66.02593,0.07513469,0.010736149597167968,1065.2394351959229,45000
0.6616613,-1.007297,-2.0800653,1.3849118,0.0,-28.810717,-73.2732,10.673813,-11.613407,471.89798,0.00928124,-28.425222,-72.91203,0.071995154,1.4607698,-0.79340756,-2.0796165,1.1501485,0.0,-27.672863,-73.55234,0.032239996,-27.252117,-73.27567,0.08110356,0.010735350275039673,1118.91619515419,50000
5.679109,-0.2607743,-2.0794744,1.223973,0.0,-27.53154,-69.074776,8.2221985,-12.290304,470.74146,0.013022907,-27.186409,-68.76459,0.10668445,1.1175891,-0.6956985,-2.0799847,0.80923337,0.0,-25.920433,-74.5329,0.030790955,-25.538624,-74.26583,0.058753125,0.010737333250045776,1172.6028685569763,55000
