training/grad/max,training/grad/min,training/grad/norm,training/high_actor/actor_loss,training/high_actor/adv,training/high_actor/bc_log_prob,training/high_actor/mse,training/high_actor/std,training/low_actor/actor_loss,training/low_actor/adv,training/low_actor/bc_log_prob,training/low_actor/mse,training/low_actor/std,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/v_std_across_heads,training/value/value_loss,validation/high_actor/actor_loss,validation/high_actor/adv,validation/high_actor/bc_log_prob,validation/high_actor/mse,validation/high_actor/std,validation/low_actor/actor_loss,validation/low_actor/adv,validation/low_actor/bc_log_prob,validation/low_actor/mse,validation/low_actor/std,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/v_std_across_heads,validation/value/value_loss,time/epoch_time,time/total_time,step
8.340515,-6.8094077,246.73235,349.31384,1.8809446,-10.033975,0.16891782,1.0,175.83913,0.09282048,-7.803193,0.11292122,1.0,0.30067176,-16.22576,-28.28278,3.6756482,5.8725376,333.61438,1.6805649,-10.056148,0.17335258,1.0,171.34924,0.032293364,-7.8328266,0.12032963,1.0,0.3132308,-16.52133,-28.263794,3.6589406,3.2073298,0.20662045364379883,1033.1022822856903,5000
55.108368,-59.54908,731.3542,399.06097,2.9076335,-9.748606,0.11184414,1.0,206.88336,0.1109226,-7.7155495,0.09101027,1.0,0.19636492,-27.819265,-45.670315,6.4729424,9.907697,411.46417,2.710785,-9.732034,0.10852971,1.0,229.26546,0.13208514,-7.7385545,0.09676152,1.0,0.42711383,-27.289991,-45.631016,6.9353256,9.062583,0.014653509187698364,1106.3698382377625,10000
292.55112,-188.08092,1944.782,493.1302,3.4383397,-9.739113,0.109945536,1.0,192.20973,0.1548515,-7.6884546,0.08423659,1.0,0.25490436,-34.625423,-59.059036,10.645411,10.58062,515.05225,3.362516,-9.695429,0.10120876,1.0,202.6252,0.15900177,-7.731429,0.094980165,1.0,0.3155213,-34.04835,-59.09455,10.454338,10.056641,0.015104925107955932,1181.8944773674011,15000
50.739727,-52.600327,858.0255,518.9888,3.3634782,-9.721867,0.10649612,1.0,195.63777,0.16741621,-7.6841288,0.08315517,1.0,0.2424443,-37.0571,-69.06935,13.126564,17.796446,513.55084,3.3145685,-9.732665,0.10865593,1.0,200.56577,0.14880027,-7.7251196,0.09340288,1.0,0.42787194,-38.19389,-69.09143,13.230183,19.187943,0.015124042081832885,1257.5147018432617,20000
50.720592,-47.502174,958.80054,533.4197,3.2295852,-9.700629,0.10224881,1.0,185.67995,0.26386657,-7.668895,0.0793466,1.0,1.5507753,-42.55028,-77.10175,16.902649,18.597378,558.9853,3.3525832,-9.693111,0.10074516,1.0,180.16742,0.13143268,-7.691626,0.08502945,1.0,0.4188953,-40.249035,-77.07555,16.546574,13.088285,0.015135007667541504,1333.1897480487823,25000
165.61852,-182.64223,1296.7571,554.30347,3.6533306,-9.724437,0.107010365,1.0,173.7792,0.17789534,-7.663896,0.07809697,1.0,0.4181979,-44.234997,-83.52815,17.703556,14.055122,573.9856,3.5928946,-9.713267,0.104776375,1.0,166.21576,0.13872078,-7.729325,0.0944542,1.0,0.26775527,-43.096615,-83.62373,18.040192,15.734764,0.015131281566619872,1408.8461692333221,30000
102.08241,-198.67174,1129.382,557.3135,3.1910965,-9.695656,0.10125412,1.0,181.13728,0.15733209,-7.6620436,0.0776339,1.0,0.30836773,-45.160923,-88.32327,19.661629,16.464912,584.3828,3.3637352,-9.729116,0.10794633,1.0,194.62057,0.22041383,-7.707456,0.08898687,1.0,0.26737037,-45.06901,-88.39443,19.153374,20.874107,0.015094115829467774,1484.316757440567,35000
334.12646,-345.66345,1874.8112,543.6941,3.1747768,-9.729865,0.10809594,1.0,161.72137,0.07422921,-7.6414576,0.07248732,1.0,0.27491167,-45.979374,-92.256905,20.230202,16.770323,556.95044,3.0146127,-9.733246,0.108772255,1.0,167.04759,0.16733496,-7.689259,0.08443772,1.0,0.26672623,-46.375042,-92.22034,20.81302,20.432564,0.015090762996673585,1559.770583152771,40000
336.3657,-430.09476,2312.2659,568.0032,3.21006,-9.685841,0.09929099,1.0,185.8443,0.24855906,-7.655572,0.07601592,1.0,0.41091907,-48.382313,-105.246124,21.24244,14.793188,574.7915,3.7689457,-9.747049,0.11153286,1.0,191.76202,0.2591853,-7.688768,0.08431491,1.0,0.5252026,-47.545105,-95.63819,21.727676,18.229187,0.015242715549468993,1635.9841783046722,45000
198.14561,-119.7537,1032.3055,559.40393,3.4195414,-9.735964,0.10931585,1.0,185.9363,0.35753977,-7.6385226,0.071753606,1.0,9.878423,-49.638687,-118.58944,22.504757,13.173271,577.4542,3.636157,-9.779228,0.1179687,1.0,176.92978,0.20238674,-7.6991787,0.086917624,1.0,0.3163342,-48.3101,-114.70008,23.161222,18.342377,0.015306011438369752,1712.5142498016357,50000
