training/grad/max,training/grad/min,training/grad/norm,training/high_actor/actor_loss,training/high_actor/adv,training/high_actor/bc_log_prob,training/high_actor/mse,training/high_actor/std,training/low_actor/actor_loss,training/low_actor/adv,training/low_actor/bc_log_prob,training/low_actor/mse,training/low_actor/std,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/v_std_across_heads,training/value/value_loss,validation/high_actor/actor_loss,validation/high_actor/adv,validation/high_actor/bc_log_prob,validation/high_actor/mse,validation/high_actor/std,validation/low_actor/actor_loss,validation/low_actor/adv,validation/low_actor/bc_log_prob,validation/low_actor/mse,validation/low_actor/std,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/v_std_across_heads,validation/value/value_loss,time/epoch_time,time/total_time,step
8.877725,-6.526634,217.27791,298.22827,1.1990125,-10.498398,0.2618024,1.0,114.43366,0.05544973,-7.8247004,0.11829799,1.0,0.2928405,-12.077434,-24.767845,0.31970873,1.7603071,350.2541,1.5793027,-10.564211,0.27496526,1.0,112.817505,0.022102516,-7.8606405,0.12728305,1.0,0.36492205,-11.201371,-24.747461,0.28630185,1.712786,0.21076013641357422,1053.8007106781006,5000
15.98283,-9.8721695,279.67798,446.09784,2.256926,-10.059141,0.17395113,1.0,134.75516,0.09247573,-7.733968,0.09561486,1.0,0.3953598,-18.788496,-42.491055,0.17936686,3.21156,478.7395,2.2394416,-10.165083,0.19513945,1.0,133.97725,-0.11693482,-7.7802725,0.107191056,1.0,0.456527,-18.514992,-42.396183,0.17951049,2.7374759,0.014573088693618775,1126.6661629676819,10000
29.525728,-26.070581,380.63593,485.86023,2.6354072,-10.02924,0.16797072,1.0,169.77423,0.17677769,-7.6970186,0.086377636,1.0,0.17715333,-24.615522,-55.739613,0.1740295,2.9251738,529.33905,3.1080432,-9.980226,0.15816797,1.0,178.86244,0.17196962,-7.731723,0.09505361,1.0,0.14503682,-24.51663,-55.74012,0.17047608,3.2479355,0.014676216793060302,1200.047256231308,15000
24.185165,-35.445225,542.99603,560.3971,3.2981257,-9.917523,0.14562775,1.0,151.46242,0.109072156,-7.697145,0.086409226,1.0,0.13525775,-28.023909,-66.17334,0.19945729,4.7893744,518.0397,2.8259642,-10.017033,0.16552942,1.0,153.13196,0.0731317,-7.731327,0.09495464,1.0,0.25135717,-26.500547,-66.08132,0.19119038,4.3760157,0.014690068531036377,1273.4976089000702,20000
28.72597,-32.148827,396.94922,532.2407,3.0902662,-9.926712,0.1474654,1.0,175.06952,0.25594404,-7.6634007,0.07797315,1.0,0.15220034,-27.094793,-74.00427,0.22010452,3.4734578,569.8967,3.3553672,-9.9947405,0.16107102,1.0,177.9732,0.21482734,-7.700523,0.08725372,1.0,0.23568356,-28.707264,-73.84686,0.22877553,3.1171677,0.014659530019760132,1346.7952680587769,25000
11.700294,-13.764589,319.41428,575.162,3.3862996,-9.92319,0.14676102,1.0,163.27454,0.19265401,-7.662925,0.07785423,1.0,0.22301403,-30.007935,-80.05016,0.28342912,3.3354921,597.99365,3.6377873,-10.025244,0.16717187,1.0,160.81711,0.06322907,-7.6949115,0.08585085,1.0,0.19702294,-31.220865,-79.67832,0.29462066,3.7943983,0.014672917222976685,1420.1598613262177,30000
14.54448,-15.235656,345.06906,553.0195,2.8466463,-9.927764,0.14767562,1.0,166.48083,0.17520289,-7.6516113,0.07502574,1.0,0.19688493,-30.222254,-85.045456,0.30587822,3.828136,582.0558,3.5361366,-9.850859,0.1322947,1.0,170.01474,0.32855555,-7.689449,0.08448525,1.0,0.19439554,-30.317448,-85.103714,0.3082463,3.7015145,0.01467871608734131,1493.5534524917603,35000
13.005455,-19.318089,351.34653,575.9636,3.2640562,-9.897171,0.14155713,1.0,157.61458,0.20994632,-7.6568623,0.07633856,1.0,0.3511392,-32.777584,-87.99093,0.36342695,3.476514,597.32117,3.562074,-9.98266,0.15865512,1.0,171.75742,0.38283294,-7.707534,0.089006454,1.0,0.1524675,-31.406488,-88.208206,0.36055985,4.285324,0.014688622522354125,1566.9965732097626,40000
16.86732,-13.462638,307.6656,566.4501,3.2788415,-9.9144,0.14500296,1.0,160.93027,0.1768075,-7.647631,0.07403078,1.0,0.21324328,-32.16296,-91.497505,0.36221528,3.1955142,579.2477,3.162422,-9.973953,0.15691368,1.0,161.0628,0.25744194,-7.7084994,0.08924781,1.0,0.12942657,-31.893509,-91.01665,0.3579523,4.960341,0.014642640542984009,1640.2097840309143,45000
19.03787,-12.6851845,378.43073,570.239,3.4798956,-10.004669,0.16305672,1.0,159.0213,0.18252958,-7.6613007,0.077448145,1.0,0.06454557,-33.3072,-93.75947,0.36489958,3.501289,599.2062,3.2254333,-10.1374,0.18960273,1.0,189.90085,0.18391562,-7.71012,0.089653045,1.0,0.1062102,-31.842554,-94.14321,0.3843019,5.2725644,0.014673059034347534,1713.575087070465,50000
21.457304,-29.88512,356.05188,585.4951,3.549364,-9.810735,0.1242699,1.0,148.5133,0.19240412,-7.6319733,0.07011616,1.0,0.13014269,-34.083675,-95.820305,0.41904163,3.4540565,600.89703,3.2769692,-9.995887,0.16130033,1.0,168.37756,0.20474645,-7.680191,0.082170695,1.0,0.13819754,-33.004116,-96.220276,0.4063088,4.570199,0.014687416696548461,1787.0121901035309,55000
32.69993,-30.527678,429.20032,587.175,3.5733485,-9.8065195,0.123426914,1.0,156.73782,0.23131806,-7.628769,0.06931521,1.0,0.27321726,-31.760254,-96.84632,0.40288767,4.8045125,621.54425,3.9031947,-9.826395,0.12740201,1.0,169.49353,0.321068,-7.6990156,0.08687695,1.0,0.19448629,-33.44657,-96.72066,0.42308855,3.8716676,0.014668075656890869,1860.3525779247284,60000
14.256024,-20.182817,363.1399,564.48645,3.2911642,-9.858695,0.1338621,1.0,169.0916,0.23124059,-7.628625,0.06927918,1.0,0.07434472,-34.183548,-98.30197,0.41728187,4.7336493,580.62,2.863799,-10.072214,0.17656587,1.0,170.12746,0.36990103,-7.7168684,0.09134001,1.0,0.0859846,-34.072906,-98.64568,0.40716162,3.5713043,0.014659770774841308,1933.6514389514923,65000
14.97111,-23.090958,347.43787,578.6127,3.547171,-9.870882,0.1362996,1.0,149.35591,0.20029037,-7.6350946,0.0708966,1.0,0.21217719,-35.038128,-99.987,0.42873928,4.355193,605.4828,3.647847,-9.872834,0.13668977,1.0,173.3888,0.22318786,-7.6991205,0.08690311,1.0,0.25417235,-33.856037,-99.598366,0.42396477,4.3625045,0.014668963146209716,2006.996262550354,70000
15.502209,-14.353434,330.9045,567.59534,3.581718,-9.8169,0.12550305,1.0,146.45412,0.3242419,-7.646517,0.07375219,1.0,0.22817571,-34.655586,-99.338455,0.43661052,3.0575376,585.37244,3.632586,-9.92405,0.14693303,1.0,165.86975,0.27579618,-7.70096,0.08736304,1.0,0.24576117,-33.295296,-100.55763,0.426575,4.155802,0.014681838941574097,2080.405465364456,75000
12.489206,-10.67695,283.80792,575.942,3.532371,-9.843376,0.13079803,1.0,148.8377,0.21306829,-7.6189504,0.06686048,1.0,0.32302895,-35.596424,-100.38427,0.43440676,3.6112921,595.7512,3.6038709,-9.92124,0.14637092,1.0,147.45076,0.31150872,-7.6840134,0.083126366,1.0,0.16639791,-32.303368,-100.81907,0.44700807,3.590012,0.014646150922775268,2153.6362285614014,80000
19.99165,-20.331362,340.18362,586.6991,3.6817665,-9.856913,0.13350543,1.0,155.92818,0.298023,-7.621498,0.06749759,1.0,0.20641707,-34.542347,-100.78726,0.41752273,5.021937,587.11475,3.2663102,-10.062391,0.17460118,1.0,154.28825,0.33489668,-7.6859603,0.08361308,1.0,0.20156121,-34.659634,-100.2962,0.4502957,4.6972923,0.014665089416503907,2226.961686372757,85000
11.128895,-13.720789,296.53204,574.7798,3.570598,-9.749638,0.11205063,1.0,144.82678,0.34395003,-7.628255,0.06918664,1.0,0.3045941,-35.0675,-102.84688,0.44227904,4.5800858,608.6089,3.6905646,-9.904803,0.14308368,1.0,160.67427,0.3314031,-7.7018633,0.08758879,1.0,0.28734457,-34.95045,-102.27211,0.44621772,5.2875795,0.014687300634384155,2300.398199558258,90000
10.640515,-9.932758,341.1659,598.8722,3.46345,-9.791733,0.12046943,1.0,169.87042,0.32829535,-7.629472,0.069490924,1.0,0.41746828,-36.396885,-101.27679,0.45101845,3.9568903,619.6196,4.0342064,-9.872302,0.13658345,1.0,167.13255,0.2188988,-7.692029,0.08513028,1.0,0.28240305,-34.677162,-102.01849,0.43597782,5.261278,0.013573889064788819,2368.267657995224,95000
22.614416,-16.2628,304.8633,602.47046,3.7694838,-9.807288,0.1235806,1.0,134.34929,0.1812317,-7.6210594,0.06738782,1.0,0.30363473,-34.716988,-102.38247,0.4220798,4.089777,624.17163,4.189501,-9.835413,0.12920561,1.0,167.90552,0.31895941,-7.702071,0.0876408,1.0,0.32321897,-34.529648,-102.23986,0.46869427,4.946698,0.009920678234100342,2417.871061563492,100000
19.975845,-28.70571,389.26758,593.16516,3.5754113,-9.846227,0.13136835,1.0,145.70906,0.2017529,-7.6250916,0.06839575,1.0,0.14738227,-36.61729,-101.59862,0.4472754,3.4266095,600.95667,3.323995,-9.885952,0.13931353,1.0,162.69272,0.28549683,-7.699834,0.08708151,1.0,0.21049815,-35.396187,-101.631516,0.46031356,3.8305936,0.12681067113876343,3051.9244260787964,105000
30.85028,-24.467194,454.5016,579.5547,3.4148793,-9.797089,0.12154072,1.0,169.7837,0.34369117,-7.627399,0.06897275,1.0,0.18013139,-36.882416,-103.63134,0.4384057,4.9330134,613.7976,3.5747864,-9.864428,0.13500844,1.0,165.7319,0.28395176,-7.693221,0.085428186,1.0,0.2053777,-34.35698,-102.740616,0.4486851,5.3869658,0.003997995901107788,3071.9144151210785,110000
15.070526,-20.61507,348.69846,600.2059,3.3833566,-9.789245,0.119971946,1.0,152.57068,0.3158425,-7.608546,0.06425938,1.0,0.25739467,-34.371384,-102.42168,0.43354487,2.9695718,611.48047,3.72221,-9.843191,0.13076112,1.0,157.53577,0.2766673,-7.6894608,0.084488064,1.0,0.4923371,-34.566032,-102.299515,0.43598706,3.6103716,0.004009945011138916,3091.964148759842,115000
17.919693,-9.409443,350.60632,583.94714,3.6266222,-9.764013,0.1149256,1.0,179.16257,0.30802372,-7.612375,0.065216616,1.0,0.18154815,-35.779766,-102.49338,0.4553372,4.802683,640.3785,3.989542,-9.81185,0.124493025,1.0,173.92723,0.33769304,-7.689657,0.08453724,1.0,0.25364375,-34.875008,-102.00053,0.44465828,5.224353,0.0076489661693573,3130.20898938179,120000
15.98885,-14.218735,344.07602,595.29126,3.8878922,-9.831826,0.12848814,1.0,153.06204,0.28833395,-7.6216354,0.0675318,1.0,0.26198828,-34.302437,-102.7556,0.44350833,4.4209538,605.6239,3.5939324,-9.929235,0.14797002,1.0,172.12233,0.34300208,-7.700656,0.08728695,1.0,0.2853068,-35.76132,-102.16141,0.42233843,5.771095,0.014699689435958863,3203.707444190979,125000
16.986818,-25.59753,316.47403,618.00116,4.019105,-9.684696,0.09906233,1.0,142.47868,0.26136595,-7.6112423,0.0649336,1.0,0.26296347,-35.143356,-100.85255,0.44306388,2.7777786,617.6276,3.8467107,-9.869703,0.13606362,1.0,161.17197,0.30567777,-7.7060766,0.08864206,1.0,0.15509349,-33.24469,-103.48906,0.40654236,3.4137416,0.014702461671829224,3277.2197620868683,130000
16.283089,-12.678694,309.06625,569.83655,3.392196,-9.825738,0.12727058,1.0,153.82756,0.2985931,-7.60623,0.06368046,1.0,0.0043012947,-35.569767,-101.22364,0.43744642,3.571931,626.88416,4.1947727,-9.908081,0.14373915,1.0,162.36697,0.27813762,-7.6745796,0.080767825,1.0,-0.030893542,-35.010826,-102.49148,0.45303446,4.5353518,0.01465721263885498,3350.5058329105377,135000
8.518786,-8.899282,293.04236,604.39,4.208501,-9.770014,0.11612582,1.0,143.599,0.25675344,-7.623392,0.06797108,1.0,0.2099914,-34.695747,-102.77255,0.41531986,6.066435,606.3006,3.9077425,-9.894995,0.14112177,1.0,155.29587,0.24318999,-7.7084885,0.08924505,1.0,0.2166538,-36.635647,-101.69132,0.4727687,4.634225,0.01469922366142273,3424.001968860626,140000
