training/actor/actor_loss,training/actor/adv,training/actor/bc_log_prob,training/grad/max,training/grad/min,training/grad/norm,training/value/d_neg_loss,training/value/d_neg_max,training/value/d_neg_mean,training/value/d_neg_min,training/value/d_pos_loss,training/value/d_pos_max,training/value/d_pos_mean,training/value/d_pos_min,training/value/lam,training/value/lam_loss,training/value/total_loss,training/value/value_loss,validation/actor/actor_loss,validation/actor/adv,validation/actor/bc_log_prob,validation/value/d_neg_loss,validation/value/d_neg_max,validation/value/d_neg_mean,validation/value/d_neg_min,validation/value/d_pos_loss,validation/value/d_pos_max,validation/value/d_pos_mean,validation/value/d_pos_min,validation/value/lam,validation/value/lam_loss,validation/value/total_loss,validation/value/value_loss,time/epoch_time,time/total_time,step
19.185446,0.20378837,-1.4979283,196.39584,-221.94353,2988.2683,422.54138,396.147,79.60135,0.7931402,0.04585688,2.6621137,0.88922524,0.055448946,312.50586,1.2947501,438.16666,436.87192,23.36804,0.2891404,-1.7267714,425.04233,419.82947,77.41829,3.7379503,0.030493524,2.2875738,0.84895873,0.036931057,312.52298,6.0962224,440.6685,434.57227,0.12451352458000182,4254.735702514648,205000
17.310719,0.26401722,-1.5459995,114.21334,-108.793625,1698.6914,417.16483,457.8244,85.60629,6.2895803,0.015036823,1.8711298,0.83736986,0.07544282,310.50092,10.856098,432.68988,421.83377,25.919256,0.2879426,-1.6589065,414.6496,494.79956,88.04133,3.5071163,0.10789943,4.1335697,0.91142285,0.04077086,310.48462,-17.976881,430.17383,448.1507,0.012420852088928222,4316.839975833893,210000
19.602512,-0.032538675,-1.6274021,162.43317,-219.2556,2575.1765,428.2904,353.81915,73.48497,3.0676718,0.044226207,3.148434,0.8573042,0.06929684,312.04187,1.8016654,443.8925,442.09082,21.438179,0.14391042,-1.7386446,428.56534,382.24008,73.21211,2.0998397,0.058441076,2.940355,0.87766576,0.03126185,312.03308,-2.633895,444.16702,446.8009,0.012411261129379273,4378.8962931633,215000
15.230371,0.13148372,-1.5798601,153.83566,-193.4821,2690.6968,433.94513,389.68683,67.80831,2.3189285,0.031187043,2.446292,0.824389,0.035748713,314.0716,5.9086156,449.6487,443.74008,19.009205,0.2977882,-1.6290865,438.80527,409.3575,62.785076,1.1664839,0.0094550615,1.864263,0.836852,0.046731047,314.08685,12.7346325,454.50958,441.77496,0.012390132904052734,4440.846973896027,220000
17.171993,0.3517696,-1.553238,1555.1803,-1419.822,15606.76,421.5508,440.41306,80.68005,2.5940006,0.07412943,3.745367,0.88485,0.09152663,313.29678,-7.5596733,437.21567,444.77533,18.882797,0.22582588,-1.6563334,423.17566,449.42288,79.25807,3.1802897,0.0313761,2.3002274,0.86470413,0.06987743,313.3186,5.835214,438.84158,433.00638,0.01240209436416626,4502.857459783554,225000
18.427683,0.14540783,-1.6065516,886.8139,-651.0909,9224.25,418.43063,394.06927,83.766266,6.318957,0.048656046,2.8220406,0.8852907,0.0793446,312.5209,0.42001384,434.05667,433.63666,18.280502,0.1228347,-1.6237226,419.15955,489.19153,83.457275,4.1915016,0.050001472,2.977028,0.8885403,0.06510419,312.51733,-0.00045986602,434.7854,434.78586,0.012413390684127808,4564.924427032471,230000
18.489931,0.18583432,-1.7528045,94.52637,-92.42681,3162.9834,424.61407,356.4808,77.43271,4.4583144,0.05949747,4.520041,0.83232665,0.07213227,314.30844,-2.9851341,440.3295,443.31464,17.2327,-0.019057848,-1.5638218,428.22885,505.31442,74.42392,2.6719043,0.04802988,2.7717454,0.831491,0.062973425,314.3023,0.61921316,443.94397,443.32477,0.01240973334312439,4626.973104476929,235000
16.928225,0.25012946,-1.4671762,305.5415,-389.16623,4980.9673,414.38724,610.8264,89.870094,2.2852108,0.057099167,2.8154197,0.90860903,0.042974792,311.80075,-2.2135255,429.97726,432.1908,21.903435,0.3104939,-1.5911784,406.55396,733.617,99.31781,1.294221,0.12067464,3.6458926,0.93642294,0.08716709,311.78827,-22.035524,422.14337,444.1789,0.012413131523132325,4689.03878235817,240000
19.103432,0.34069473,-1.6552365,383.23972,-368.59668,3415.086,424.26245,394.16235,77.8867,4.840097,0.018257761,2.0126612,0.87161684,0.051745646,312.94336,9.933522,439.90964,429.9761,19.870102,0.13962641,-1.7653172,422.00702,458.96088,80.49512,1.9070626,0.13964942,6.036291,0.8771469,0.045560066,312.93756,-28.054672,437.65387,465.70856,0.012409092426300049,4751.084256410599,245000
20.635927,0.14789395,-1.6548992,114.9331,-74.274536,2496.532,422.99268,401.56085,79.08533,5.2264743,0.06687372,3.682366,0.90722203,0.06606573,315.38443,-5.3217087,438.7619,444.08362,25.108135,0.3380876,-1.6307342,423.89136,473.99347,78.48312,3.007643,0.02398095,2.2308958,0.91783303,0.09639956,315.3808,8.20591,439.6604,431.4545,0.012398632526397705,4813.077438831329,250000
16.183048,0.13492489,-1.7009475,220.5116,-379.6996,4380.816,430.99326,411.58966,70.81271,2.8696656,0.024365667,2.3462317,0.8045336,0.026681177,313.19714,8.0286,446.6531,438.6245,14.039353,0.17045285,-1.5400903,430.33237,435.21786,71.829025,5.1860538,0.007294766,1.6363779,0.7769561,0.03899319,313.2049,13.375488,445.9926,432.61713,0.012405199909210206,4875.103451251984,255000
17.583075,0.10686074,-1.6545846,600.76776,-585.3677,4992.252,418.99072,525.74884,84.40382,3.596203,0.015129407,2.08129,0.8243989,0.042878177,316.38202,11.032429,434.80984,423.7774,21.938744,0.31333292,-1.7038319,415.25708,559.46155,88.34177,0.20378579,0.016140845,1.9081705,0.8709219,0.04938154,316.38034,10.712371,431.0761,420.36374,0.012416568088531494,4937.186302661896,260000
19.777336,0.3106286,-1.5868973,261.5488,-362.3328,4462.6055,412.4936,487.65524,90.34531,3.619821,0.086641304,5.1121674,0.8886889,0.08199631,315.05118,-11.543886,428.24615,439.79004,21.061462,0.28451675,-1.5753256,425.16138,392.79575,76.85445,5.715749,0.34180993,10.136705,0.9129909,0.04688884,315.0476,-91.93401,440.91376,532.8478,0.012406735134124755,4999.21999001503,265000
21.041538,0.18579663,-1.6416347,326.18228,-342.19098,3348.115,418.94684,489.94275,84.236786,3.12331,0.014991795,1.8765166,0.85972345,0.073387906,318.0301,11.133663,434.84836,423.7147,20.261417,0.3921854,-1.6256785,422.31992,440.34888,79.81864,2.5169368,0.077662304,3.597943,0.88976043,0.03585682,318.01328,-8.79698,438.22058,447.01755,0.012413623142242432,5061.288122177124,270000
22.10764,0.31978628,-1.5488878,625.03564,-386.8733,7584.4346,410.07074,546.67114,94.68443,3.0387068,0.17476833,6.0753875,0.95876944,0.044801492,315.82568,-39.405045,425.862,465.26706,20.745487,0.10682751,-1.6399713,409.3536,532.28705,94.60132,4.791777,0.10260688,5.0337944,0.92616415,0.06272013,315.8561,-16.616203,425.1464,441.7626,0.012404093790054322,5123.308611631393,275000
21.79699,0.102456704,-1.6934851,523.8395,-359.4711,5385.798,417.39777,362.64908,84.663025,5.627014,0.035226926,2.530139,0.8702539,0.06181189,317.55414,4.691251,433.27548,428.58423,21.034811,0.33856142,-1.6201096,424.32593,393.14838,77.554756,5.9410057,0.1530959,6.317734,0.91485536,0.08783498,317.53915,-32.736984,440.20288,472.93988,0.012412507915496826,5185.371169090271,280000
22.471916,0.25390416,-1.6170359,457.47842,-307.52316,4832.909,426.76398,325.2997,74.97198,5.8652234,0.042600855,2.7612731,0.9219445,0.11149978,319.14407,2.3613935,442.7212,440.3598,20.735428,0.099287145,-1.5820963,425.2143,351.47705,76.71749,3.6951494,0.025710704,2.2933187,0.8469877,0.0662913,319.1287,7.7514114,441.17072,433.4193,0.012405029344558716,5247.396328449249,285000
23.265474,0.29955462,-1.5886775,277.53293,-281.4394,4140.6914,413.14612,457.3758,89.699524,2.6488693,0.05894109,2.8074949,0.9266026,0.07819623,316.96216,-2.8339865,428.99423,431.82822,25.700623,0.17980519,-1.6887553,417.5042,502.1177,85.74009,4.8678718,0.063062645,4.2641206,0.8842797,0.101024665,316.95398,-4.1402574,433.3519,437.49216,0.0124155348777771,5309.47401881218,290000
21.749132,-0.00084237754,-1.6254001,200.29993,-105.05354,2524.5203,400.90656,557.63586,103.554474,3.297556,0.033228345,2.9300394,0.84560454,0.06425433,318.9028,5.348528,416.8517,411.50317,21.613438,0.27942252,-1.5957649,406.99542,562.2667,97.12439,2.8124406,0.031496882,2.1352026,0.8863522,0.10299817,318.8803,5.90028,422.93942,417.03915,0.012398638677597046,5371.46722984314,295000
20.099564,0.16858721,-1.7076688,522.2298,-382.93405,5386.229,423.86517,515.4435,78.72444,1.0010327,0.012172562,1.5500808,0.8501959,0.062218804,320.21112,12.112767,439.87573,427.76297,24.211754,0.23397714,-1.7302971,414.29962,465.26852,88.53523,2.4098032,0.019970702,2.2032723,0.8695431,0.06060603,320.19354,9.615188,430.3093,420.69412,0.012394061613082886,5433.437558412552,300000
17.98449,0.2818631,-1.6198316,395.23822,-265.46686,3328.5396,419.195,473.78387,83.24896,6.998917,0.028889403,2.4015417,0.8562855,0.070121035,318.34186,6.720387,435.11212,428.39172,18.552383,0.13450721,-1.6654981,416.66235,545.9551,86.710144,1.3534214,0.082360245,3.7661355,0.85692286,0.048855465,318.32867,-10.301194,432.57877,442.87997,0.12477995262145997,6057.337333917618,305000
