training/actor/actor_loss,training/actor/adv,training/actor/bc_log_prob,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,validation/actor/actor_loss,validation/actor/adv,validation/actor/bc_log_prob,validation/critic/critic_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/value_loss,time/epoch_time,time/total_time,step
4.064116,-0.5868424,-1.9638381,1.3290414,0.0,-12.652509,-19.634487,4.520387,-6.7310667,228.58705,-0.0016939882,-12.115957,-18.82266,0.05010851,8.788865,-0.37371457,-1.9496047,1.8311541,0.0,-13.192884,-19.610052,0.008688052,-12.563177,-18.792393,0.054966778,0.1205052321434021,602.5261743068695,5000
2.4463058,-0.34946418,-1.9441698,0.9027225,0.0,-20.122635,-35.380466,4.033969,-4.7266226,308.12686,-0.21253735,-19.63759,-34.73471,0.05327511,2.0486608,-0.43646812,-1.9282398,0.6159894,0.0,-19.91134,-35.479725,-0.26530617,-19.493498,-34.82919,0.043691278,0.01077431902885437,656.3977770805359,10000
0.45066193,-0.7678065,-1.9501674,0.8472486,0.0,-25.187647,-48.053406,2.0816453,-1.7470945,125.056564,0.01683417,-24.740005,-47.55091,0.04342924,0.5801168,-0.74228823,-1.9031425,1.0475646,0.0,-25.43424,-48.08513,0.035265207,-25.006382,-47.560764,0.0534188,0.010792325067520142,710.3594119548798,15000
0.6567373,-0.82393205,-1.9343,1.0749407,0.0,-23.965881,-56.326984,5.066207,-6.5481195,213.21039,-0.01799788,-23.581772,-55.86708,0.06889044,0.95312995,-0.6184522,-1.8852525,0.7676865,0.0,-25.934956,-55.81211,-0.0017644949,-25.507954,-55.32715,0.05141654,0.010795310592651368,764.3359742164612,20000
1.7175949,-0.5562768,-1.945242,0.9190044,0.0,-25.656313,-58.63832,0.8671416,-1.4018216,93.42602,0.05030828,-25.226099,-58.24531,0.061217215,6.505839,-0.15041186,-1.9178957,0.905788,0.0,-23.963367,-61.614464,0.024822704,-23.608486,-61.21929,0.07187994,0.010778908491134644,818.2305252552032,25000
1.2701035,-0.8128413,-1.8965986,1.1668503,0.0,-27.050564,-64.06963,9.692993,-6.417084,485.164,0.07624134,-26.68641,-63.726665,0.06587047,2.7974515,-0.4629631,-1.9017925,0.903612,0.0,-26.021666,-64.12996,0.08812544,-25.567574,-63.733192,0.057685602,0.010776029253005982,872.1106805801392,30000
26.827332,0.25526905,-1.9440461,2.1106658,0.0,-26.082275,-63.69248,10.553986,-16.802473,1023.9352,0.096766226,-25.726116,-63.452232,0.16856152,1.5483387,-0.53429884,-1.835521,0.7640064,0.0,-26.634804,-65.49123,0.12372417,-26.222107,-65.10062,0.07843773,0.010776965188980102,925.9955153465271,35000
0.966008,-1.2470753,-1.9761329,2.021037,0.0,-28.372074,-62.702923,15.785891,-13.906017,663.6278,0.1384672,-27.86856,-62.264236,0.108007,7.02656,-0.6023539,-1.9350526,1.5548568,0.0,-29.011898,-67.87133,0.12872517,-28.562286,-67.41225,0.08012162,0.010777464485168456,979.8828456401825,40000
12.776873,-0.22601381,-1.938043,1.7235843,0.0,-28.352257,-63.639584,14.689598,-10.711253,474.7076,0.10957503,-27.906124,-63.46826,0.099689335,25.614025,-0.11548677,-1.9489927,2.5172987,0.0,-28.674896,-69.51514,0.11128251,-28.18446,-69.20923,0.10529049,0.010777953243255615,1033.7726204395294,45000
8.585943,-0.10627286,-1.9240179,1.2869933,0.0,-27.537537,-69.24861,5.900831,-8.308773,456.48,0.004256986,-27.130066,-69.074615,0.06541649,2.0272493,-0.6047704,-1.9409122,0.68168354,0.0,-25.61863,-70.29044,0.041592225,-25.254261,-70.00149,0.05256767,0.010776912260055543,1087.6571898460388,50000
