training/actor/actor_loss,training/actor/adv,training/actor/bc_log_prob,training/grad/max,training/grad/min,training/grad/norm,training/value/d_neg_loss,training/value/d_neg_max,training/value/d_neg_mean,training/value/d_neg_min,training/value/d_pos_loss,training/value/d_pos_max,training/value/d_pos_mean,training/value/d_pos_min,training/value/lam,training/value/lam_loss,training/value/total_loss,training/value/value_loss,validation/actor/actor_loss,validation/actor/adv,validation/actor/bc_log_prob,validation/value/d_neg_loss,validation/value/d_neg_max,validation/value/d_neg_mean,validation/value/d_neg_min,validation/value/d_pos_loss,validation/value/d_pos_max,validation/value/d_pos_mean,validation/value/d_pos_min,validation/value/lam,validation/value/lam_loss,validation/value/total_loss,validation/value/value_loss,time/epoch_time,time/total_time,step
74.82541,0.29258162,-2.0685635,916.9566,-643.9131,17305.906,292.54883,726.8024,224.0793,8.149778,8.218641,17.397558,2.9236302,0.028525868,6.1236763,-50.022114,292.855,342.87714,89.090744,0.6672877,-2.038645,262.99603,818.6009,266.0418,6.8521214,14.260687,26.648865,3.2042413,0.011895034,6.125408,-87.04626,263.3023,350.34857,0.13097405309677124,654.8702828884125,5000
56.92855,0.3326269,-2.0836973,342.99585,-673.1931,9216.666,376.09708,629.501,130.1022,1.9907379,1.1181009,6.8164167,1.4219036,0.011526527,22.5472,-24.082684,377.22446,401.30713,64.68173,0.4863501,-1.983933,384.93954,647.89905,121.90201,6.8485537,2.4624515,15.769677,1.6384544,0.040110607,22.552805,-54.407547,386.0672,440.47473,0.012383944749832154,716.7900190353394,10000
34.090275,0.33027965,-1.9439362,275.18954,-354.89545,5709.437,408.59232,409.92056,94.17944,0.5110957,0.19475557,4.9130845,1.0146577,0.039656315,69.36413,-10.040844,412.06055,422.10138,29.846601,0.22545101,-1.9475845,406.39032,479.11398,96.525856,0.83897924,0.41631216,7.288711,1.0738261,0.041730378,69.37554,-25.413103,409.8591,435.27222,0.012398709440231323,778.7835760116577,15000
10.820183,0.11302537,-1.9461812,170.27634,-105.451035,2366.2485,445.08142,300.9608,56.321854,1.6496124,0.02855447,2.3084834,0.672237,0.04252062,164.55766,3.5290265,453.3093,449.78027,18.292301,0.20045184,-2.0558467,444.8581,259.8724,56.566204,0.7319859,0.06742011,3.3814187,0.7763516,0.045144364,164.57765,-2.8669608,453.08698,455.95395,0.012415039587020874,840.8587908744812,20000
24.928856,0.12431403,-1.9485044,1004.994,-676.89624,13226.512,448.9864,262.57455,52.30732,1.606053,0.05314996,2.1188347,0.7763933,0.049620982,230.56047,-0.7262563,460.5144,461.24066,15.84959,0.10206881,-2.0651255,449.8896,220.90172,51.358234,0.5705115,0.030889867,2.6037338,0.6863065,0.06807349,230.57268,4.406275,461.4182,457.01193,0.01242204704284668,902.9690353870392,25000
13.09128,0.17638159,-1.9904652,202.71112,-176.10977,2718.5708,439.28632,296.09048,62.199608,0.3373117,0.028910708,2.733892,0.6801205,0.037007105,250.18631,5.2762523,451.79562,446.51938,14.658451,0.24540375,-1.9082141,444.03723,262.69247,57.322968,0.98357016,0.0119318925,1.8810399,0.7457059,0.037084688,250.19798,9.524564,456.54712,447.02255,0.012415991067886352,965.048999786377,30000
18.211,0.10209654,-1.9880153,208.53114,-273.3226,3279.2314,450.32782,323.36386,50.98322,0.60117865,0.017381577,1.6499944,0.7442336,0.039356522,258.30673,8.425559,463.24316,454.8176,17.854181,0.14494893,-1.9885564,446.43637,301.05334,54.948418,0.2991939,0.037415285,2.8610249,0.7841178,0.06967384,258.29208,3.2505326,459.35095,456.10043,0.012417078065872193,1027.134400844574,35000
16.814861,0.14852658,-1.9435707,930.4677,-946.47205,9460.762,432.61945,482.39792,69.79799,0.830999,0.039083548,3.1531198,0.79572695,0.07339878,265.3216,2.8963706,445.88553,442.98917,16.679037,0.09052548,-1.9354305,431.2132,449.8897,71.28049,0.2119236,0.036193285,2.2933457,0.7843896,0.048074193,265.34207,3.6635025,444.48032,440.8168,0.012417604398727416,1089.2224328517914,40000
26.149807,0.25518322,-1.9147694,234.70062,-223.47495,6343.5312,420.36078,423.9336,81.8213,2.1593773,0.17443888,4.1634836,0.9349379,0.03198591,271.64136,-33.802746,433.94287,467.7456,20.946543,0.15330894,-1.9515281,427.93768,346.1905,73.83426,1.5759926,0.0411433,2.7850718,0.8749598,0.06614595,271.6521,2.405942,441.5203,439.11435,0.012419938611984253,1151.3221402168274,45000
18.790525,0.08551204,-1.8934561,243.6829,-218.56241,3603.884,434.9411,320.70676,66.6875,0.74458027,0.018981643,2.0005941,0.793473,0.07137135,274.4285,8.512321,448.66254,440.1502,18.249853,0.18264356,-1.9243418,443.25555,260.12717,58.122875,0.9904891,0.025640689,2.2409508,0.78466594,0.028762564,274.43518,6.6850524,456.97733,450.29227,0.012407735157012939,1213.360825061798,50000
15.579313,0.16241261,-2.0182712,143.27608,-233.87866,2016.4314,454.1164,133.5921,47.004017,1.7022564,0.022936728,2.4477835,0.76921594,0.05305272,277.5481,7.5113597,467.9938,460.48245,17.823513,0.12786536,-2.05103,458.0553,142.09174,43.01803,2.2463264,0.057421796,3.922129,0.81314075,0.06342489,277.5195,-2.0596929,471.93127,473.99097,0.012414540481567383,1275.4335391521454,55000
17.286068,0.12361975,-1.8861204,311.6159,-453.4413,4468.591,433.00146,333.4465,68.78122,0.61570567,0.019132791,2.0285525,0.8039242,0.07041216,281.09238,8.6765375,447.0561,438.37955,19.681576,0.22883749,-1.8621678,431.60876,312.14917,70.06107,0.4528939,0.021118013,1.8374224,0.83605057,0.05850166,281.0917,8.118487,445.66336,437.54486,0.012406828117370606,1337.46768784523,60000
20.447811,0.2073217,-1.878248,156.46841,-215.53517,2886.9648,421.777,439.18112,80.567375,0.898243,0.06373809,4.354392,0.8658177,0.034037344,281.96655,-3.8736825,435.87534,439.74902,19.41353,0.08510868,-2.0243862,431.5808,395.13815,70.26526,1.5850381,0.086382635,4.907094,0.8521092,0.019224124,281.9648,-10.258623,445.67905,455.93768,0.012422552490234376,1399.5804624557495,65000
19.948025,0.26039398,-1.8392757,429.8907,-868.408,7348.6123,419.44836,494.5416,83.31637,1.2308868,0.027155101,2.8530865,0.8297149,0.06099856,285.028,6.5114365,433.69977,427.18832,20.045801,0.15090795,-1.8034387,428.751,487.81653,73.48628,0.92597514,0.037959035,2.4147842,0.8634165,0.06370608,285.04675,3.432238,443.00336,439.5711,0.01241366114616394,1461.648776769638,70000
20.491695,0.060074717,-1.8374519,416.6999,-274.3942,5069.5566,428.83118,269.05298,72.82796,2.4743655,0.0891512,4.1859274,0.9021051,0.0637355,283.87683,-11.11412,443.02502,454.13913,19.662403,0.16250412,-1.7423888,434.70538,282.02823,66.823166,1.410245,0.04714313,2.5579488,0.8796483,0.07677336,283.87143,0.81098354,448.89896,448.08798,0.012396695804595946,1523.6322660446167,75000
15.652949,0.064649865,-1.7548482,69.47108,-136.94902,1558.7465,437.82422,253.34853,63.630768,1.1657212,0.0116131725,1.8961186,0.7537255,0.052690532,290.82974,11.164032,452.3657,441.20166,18.454746,0.12465012,-1.8044755,432.3454,344.58206,69.42667,0.36434624,0.012257703,1.5849401,0.8052071,0.03237408,290.80603,10.975688,446.88568,435.91,0.012393202924728394,1585.5982913970947,80000
22.920322,0.30563623,-1.8341231,319.3849,-210.44322,3159.816,432.50613,426.2289,69.83765,0.73314315,0.017641732,1.9325815,0.8636961,0.0793354,293.40497,9.494076,447.1764,437.6823,18.956606,0.27540845,-1.6602889,425.4172,514.6208,77.35831,0.5067458,0.061091445,3.381818,0.8694217,0.051711712,293.40945,-3.2543347,440.08768,443.342,0.012392817735671998,1647.5623893737793,85000
21.601376,0.36256945,-1.7443225,336.78464,-211.50902,3645.8618,413.9428,440.15958,88.92078,0.43024826,0.02051604,2.0787792,0.8628134,0.062860176,293.0965,8.641645,428.59763,419.956,21.341179,0.18955487,-1.8613076,419.08334,410.4125,83.34131,1.2947826,0.06978959,4.369183,0.8623339,0.07632497,293.07916,-5.799916,433.7373,439.53723,0.012390661287307739,1709.5157074928284,90000
20.062325,0.20148677,-1.7665277,175.84254,-165.62009,2086.788,434.8733,376.1036,66.8777,1.189434,0.01800958,2.2771416,0.8273918,0.043118097,293.10434,9.376531,449.5285,440.15198,18.983387,0.23383829,-1.9493372,439.42786,402.24115,62.10051,0.825066,0.019112205,2.1113257,0.8110554,0.054919194,293.08395,9.052717,454.08203,445.02933,0.012392099571228027,1771.4762153625488,95000
21.838226,0.11433647,-1.8248208,232.62074,-329.97943,3245.7908,430.31015,362.93524,71.4077,1.2654617,0.019328378,2.2101722,0.8533573,0.050326403,293.39,8.998748,444.97964,435.9809,20.606846,0.05902738,-1.8341963,426.31256,372.9024,75.698746,1.6418718,0.037712455,2.5340905,0.86297417,0.058257855,293.37936,3.6049125,440.98154,437.37662,0.012385491132736206,1833.403680562973,100000
24.13383,0.17051348,-1.8836529,173.46423,-277.3963,2920.1343,430.78955,374.10757,70.93085,1.2359865,0.016749892,1.946989,0.859743,0.044745225,299.21454,9.9489155,445.75027,435.80136,27.973969,0.34001487,-1.8533607,429.89722,346.46497,71.912056,2.340347,0.032507114,2.4323502,0.9002342,0.053432073,299.21997,5.234221,444.85822,439.624,0.12351132998466492,2450.9603400230408,105000
