training/grad/max,training/grad/min,training/grad/norm,training/high_actor/actor_loss,training/high_actor/adv,training/high_actor/bc_log_prob,training/high_actor/mse,training/high_actor/std,training/low_actor/actor_loss,training/low_actor/adv,training/low_actor/bc_log_prob,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,validation/high_actor/actor_loss,validation/high_actor/adv,validation/high_actor/bc_log_prob,validation/high_actor/mse,validation/high_actor/std,validation/low_actor/actor_loss,validation/low_actor/adv,validation/low_actor/bc_log_prob,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/value_loss,time/epoch_time,time/total_time,step
12.640423,-18.98914,288.27625,179.15616,0.31506586,-12.623615,0.686846,1.0,39.27408,0.5646603,-2.1768234,-0.09865595,-7.756339,-13.521238,0.38651538,216.97665,0.55966425,-12.540964,0.6703158,1.0,30.1809,0.45029566,-2.1527781,-0.025077146,-7.607338,-13.460661,0.49272424,0.14573249206542968,728.6624765396118,5000
26.338366,-26.088625,1459.8035,390.8946,0.802852,-13.205711,0.8032652,1.0,37.71281,0.60698575,-1.2160363,0.3379696,-19.149952,-33.674965,1.1308022,450.79852,1.1596277,-12.973484,0.75681984,1.0,49.08352,0.898672,-1.3051884,0.29768366,-20.908882,-33.664894,0.86939204,0.018473711156845093,821.0310471057892,10000
36.866932,-24.63519,2356.0918,486.55557,1.1608613,-13.110287,0.78418016,1.0,35.801968,0.66408753,-1.2012045,0.14202955,-26.952759,-48.99443,1.091121,484.9557,1.4399195,-13.114527,0.78502816,1.0,36.240845,0.6390931,-1.2228707,0.08758886,-25.894062,-48.973557,1.1145586,0.01851046447753906,913.5833837985992,15000
17.747663,-28.973839,1491.8866,574.5484,1.5223973,-12.626078,0.68733835,1.0,29.131487,0.38296795,-0.9896916,-0.023337428,-26.928537,-61.821342,0.9837196,608.3719,1.621639,-12.917513,0.7456255,1.0,23.782825,0.3307774,-0.92493075,0.034664534,-27.459538,-61.644264,1.3421948,0.01847634620666504,1005.9651291370392,20000
33.2267,-45.38464,2662.5098,622.43787,1.2632653,-12.799028,0.7219287,1.0,33.58165,0.7209947,-0.9901044,0.17820239,-23.538017,-61.1072,1.3901893,568.6042,1.0691984,-12.831091,0.7283411,1.0,30.148916,0.52986324,-0.94461834,0.17133938,-24.719307,-61.12385,1.3160831,0.018470776271820068,1098.3190252780914,25000
44.412117,-25.12949,2002.1873,598.9825,1.3827448,-12.908068,0.7437367,1.0,28.1739,0.48878318,-0.86738086,0.08313366,-31.156723,-71.10602,0.7713075,597.3598,1.4553225,-12.99909,0.76194113,1.0,22.650694,0.44686586,-0.7691996,0.092065856,-26.403214,-70.86514,1.2983792,0.01851010241508484,1190.8695509433746,30000
30.316906,-21.708519,1464.8508,583.6172,1.5672901,-12.723585,0.7068401,1.0,17.305353,0.39642197,-0.8765935,0.04568813,-35.373657,-73.23387,0.9627347,623.8152,2.0457318,-12.805067,0.72313637,1.0,18.12151,0.42565772,-0.7731955,0.049560342,-32.51832,-73.76088,1.1982926,0.018467752838134767,1283.2083308696747,35000
41.061363,-30.88625,1636.3645,534.6817,1.5554531,-12.919537,0.74603033,1.0,14.014942,0.55562735,-0.74517095,0.004729964,-30.684603,-58.716694,0.81845576,567.2704,1.4335122,-12.984089,0.7589409,1.0,15.158573,0.53944206,-0.8179015,0.0015737675,-28.688267,-59.18495,1.3159181,0.01950328378677368,1380.7247622013092,40000
15.864521,-25.44261,1404.8411,648.8154,1.6899368,-13.151287,0.7923805,1.0,10.2689,0.4191491,-0.69586396,-0.014104869,-29.48574,-69.96452,0.7467282,604.7322,1.711031,-12.886456,0.7394139,1.0,8.213112,0.25914437,-0.8158135,-0.004560925,-31.652096,-69.84958,0.81693023,0.018434773969650268,1472.8986444473267,45000
32.84972,-40.113434,2140.3364,602.30817,1.4047432,-13.046574,0.7714378,1.0,18.048035,0.8232683,-0.6200081,-0.030982185,-30.539392,-77.11624,0.93430936,572.7135,1.3187672,-12.903582,0.7428393,1.0,22.546627,0.8369324,-0.658795,-0.026774045,-27.824406,-77.20063,0.9042536,0.01839855046272278,1564.891408920288,50000
