training/grad/max,training/grad/min,training/grad/norm,training/high_actor/actor_loss,training/high_actor/adv,training/high_actor/bc_log_prob,training/high_actor/mse,training/high_actor/std,training/low_actor/actor_loss,training/low_actor/adv,training/low_actor/bc_log_prob,training/low_actor/mse,training/low_actor/std,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,validation/high_actor/actor_loss,validation/high_actor/adv,validation/high_actor/bc_log_prob,validation/high_actor/mse,validation/high_actor/std,validation/low_actor/actor_loss,validation/low_actor/adv,validation/low_actor/bc_log_prob,validation/low_actor/mse,validation/low_actor/std,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/value_loss,time/epoch_time,time/total_time,step
78.62955,-82.5323,825.42926,370.88727,2.6161513,-10.881752,0.3384733,1.0,188.50563,0.14104876,-7.827743,0.119058765,1.0,0.085987106,-15.186341,-27.253376,1.2226799,396.81903,2.8073285,-10.702641,0.30265114,1.0,208.24577,0.27651027,-7.8310494,0.119885385,1.0,0.080571584,-15.097012,-27.308182,1.1953626,0.2654214538574219,1327.1072902679443,5000
19.261124,-21.706814,291.61896,493.63873,3.5442262,-10.213311,0.20478515,1.0,189.63078,0.0806863,-7.7348485,0.095835105,1.0,0.016455524,-20.884869,-44.03978,1.0703161,460.44305,3.4269419,-10.321244,0.22637177,1.0,187.41985,0.10703112,-7.7576523,0.10153596,1.0,0.06504729,-21.34782,-44.095436,1.1741495,0.003557984161376953,1344.8972189426422,10000
42.751442,-43.94323,484.6118,512.3783,3.809878,-10.262409,0.21460472,1.0,155.93195,0.115975626,-7.7342944,0.09569658,1.0,0.27326855,-23.34555,-56.89553,1.1036301,514.93365,3.8182914,-10.277342,0.21759133,1.0,138.17018,0.036412314,-7.7618504,0.10258558,1.0,0.1921221,-24.932787,-56.889626,0.9777243,0.003563417148590088,1362.7143125534058,15000
7.4342337,-8.652465,200.84303,514.78687,3.8042455,-10.041302,0.17038326,1.0,166.66464,0.1603044,-7.719953,0.092111245,1.0,0.02815322,-26.89927,-66.83147,1.2025934,574.23285,4.206544,-10.070793,0.17628151,1.0,169.42291,0.21178284,-7.732999,0.0953728,1.0,0.025887644,-25.912159,-66.854355,0.89221954,0.003550485181808472,1380.4667456150055,20000
15.516758,-19.050499,281.42383,602.09204,4.1369185,-10.064365,0.17499605,1.0,177.45747,0.21098265,-7.6991167,0.08690207,1.0,0.08879082,-27.5886,-74.50516,1.0277333,558.61646,3.91602,-10.045929,0.17130893,1.0,176.70251,0.20398131,-7.725851,0.09358584,1.0,0.036259722,-27.257301,-74.57797,1.1127675,0.003535001564025879,1398.1417603492737,25000
12.34321,-9.499653,273.83115,546.7208,3.8103108,-10.049614,0.17204572,1.0,182.06519,0.2231164,-7.6939125,0.08560114,1.0,0.08624995,-27.869959,-80.08482,1.3695474,575.3508,4.467044,-9.984013,0.1589254,1.0,184.63947,0.20065844,-7.7126675,0.09028981,1.0,0.0355234,-27.963957,-80.23439,1.057673,0.0034677465915679932,1415.480501651764,30000
29.164108,-24.987633,386.9081,571.6056,4.135335,-10.1509495,0.19231291,1.0,190.87692,0.28281236,-7.699459,0.0869877,1.0,0.34379238,-30.364517,-84.295265,2.1133597,578.6421,4.4040747,-10.126206,0.18736427,1.0,212.16586,0.32153547,-7.701362,0.08746353,1.0,0.334338,-29.506447,-84.29472,1.5615411,0.0034680017948150637,1432.820517539978,35000
13.328349,-20.57964,286.10648,579.53845,4.212676,-10.027442,0.16761151,1.0,190.44022,0.2791375,-7.680255,0.08218672,1.0,0.16159071,-31.099411,-87.33198,1.070693,562.4878,4.441106,-10.048959,0.1719147,1.0,189.05168,0.34316555,-7.6921988,0.08517271,1.0,0.18039244,-30.40564,-87.3958,0.96209407,0.003454385566711426,1450.0924515724182,40000
29.036398,-29.927614,420.93726,576.46246,4.0587397,-10.14589,0.19130096,1.0,166.42542,0.24677889,-7.6783776,0.081717364,1.0,0.09047826,-30.52616,-89.41634,1.2362887,587.2253,4.408416,-9.956207,0.15336429,1.0,182.75876,0.30258682,-7.710327,0.08970482,1.0,0.0405663,-31.272045,-89.528206,1.1666961,0.003464388084411621,1467.4143986701965,45000
18.046015,-16.776731,263.9273,570.86206,4.429433,-10.05539,0.17320107,1.0,173.21338,0.29480046,-7.6696415,0.079533204,1.0,0.07988997,-32.1024,-91.307594,0.89589506,552.6356,4.1883435,-10.031416,0.16840601,1.0,189.93506,0.38330847,-7.708741,0.08930825,1.0,0.15564439,-31.644033,-90.35985,1.1201622,0.0034643541336059572,1484.7361764907837,50000
