training/actor/actor_loss,training/actor/adv,training/actor/bc_log_prob,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,validation/actor/actor_loss,validation/actor/adv,validation/actor/bc_log_prob,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/value_loss,time/epoch_time,time/total_time,step
7.393422,0.2078664,-1.7800572,2.8446894,-2.1760182,121.15632,-0.022504494,-31.167793,-76.23517,0.16969566,7.178872,0.09739594,-1.8701965,-0.021626957,-29.652863,-77.03801,0.22340155,0.008571478176116943,2776.779223680496,195000
7.1342535,0.18544601,-1.7243822,2.3857806,-2.705244,109.43765,-0.0076943487,-32.324253,-72.43095,0.15503286,7.435794,0.12556192,-1.7721124,-0.0016820505,-31.879063,-76.03712,0.1797227,0.008724445581436157,2820.401465177536,200000
10.202094,0.18680182,-1.8645389,5.255613,-2.668266,166.57715,0.0022476912,-31.291607,-74.154915,0.20922838,9.294674,0.191064,-1.8923786,0.00069916993,-29.298098,-73.35573,0.17182273,0.12154686303138733,3428.1357905864716,205000
7.5183616,0.13812494,-1.8581889,2.4807568,-2.8837686,147.11385,0.011691868,-27.541412,-73.603615,0.24395932,6.6442733,0.09847306,-1.9085279,0.0020520836,-28.88525,-73.772675,0.19260499,0.008469368171691895,3470.482644557953,210000
7.4647894,0.14739028,-1.8230201,2.7049475,-3.979898,157.24005,0.016688608,-31.31577,-81.87961,0.18830246,10.6149845,0.17386225,-1.9381686,0.035629645,-30.393064,-72.21002,0.33046064,0.008352295398712158,3512.244130373001,215000
5.502733,0.11615718,-1.8436655,1.5359055,-2.309571,95.71585,0.025344,-31.703535,-74.281555,0.23910326,6.0027385,0.1666672,-1.8472803,0.031275555,-31.053606,-72.861404,0.22984712,0.008815507364273072,3556.321678876877,220000
6.963779,0.14141293,-1.7566732,2.7554903,-2.4886248,140.30676,-0.006418973,-29.341219,-75.772644,0.18832406,7.808943,0.13408019,-1.8246171,0.0071953833,-30.999365,-73.50215,0.19496614,0.008367935276031494,3598.1613659858704,225000
8.947581,0.13011219,-1.859117,2.5483818,-3.0203784,189.82932,0.056004077,-31.373106,-71.53882,0.23787466,7.6716194,0.08992187,-1.8406758,0.038708977,-31.90674,-76.713585,0.2730927,0.008446376943588256,3640.393259525299,230000
9.941822,0.15801586,-1.8494375,3.3629146,-4.253212,161.15536,0.012688987,-27.65668,-77.304375,0.21742116,10.740759,0.2613653,-1.8821869,0.026120625,-32.184814,-70.33934,0.22476998,0.008240690660476684,3681.5967211723328,235000
6.3515573,0.18279406,-1.7104563,3.4536283,-2.0870247,137.98547,0.034426518,-29.722301,-74.50357,0.20207974,5.6467876,0.124967396,-1.7528442,0.015696116,-31.23738,-73.06497,0.2027379,0.009300825595855712,3728.100856781006,240000
9.381829,0.20763037,-1.6628296,3.3231025,-5.7551627,207.16295,0.031189352,-30.463049,-76.21884,0.21950735,7.957055,0.21600701,-1.7327459,0.03636966,-30.743721,-72.430275,0.1796068,0.01013475365638733,3778.774636030197,245000
7.3743057,0.18741211,-1.9441248,3.8680897,-2.8135438,85.493225,0.015370101,-31.415743,-75.14932,0.14943671,6.55104,0.18260938,-1.6687773,0.013389841,-29.658192,-77.17207,0.20852578,0.008993524885177613,3823.7422709465027,250000
8.51487,0.20979917,-1.7587519,2.6919956,-3.6632977,119.2352,-0.00539501,-30.746225,-70.96768,0.15800509,8.358677,0.11771268,-1.8871512,-0.0093311295,-31.345322,-73.191,0.175996,0.010385192012786865,3875.6682522296906,255000
6.8348074,0.12125064,-1.8288617,3.1034856,-2.7509425,143.29063,-0.011376359,-32.79593,-72.29982,0.20187773,10.23085,0.23988576,-1.7690954,0.010425486,-30.517769,-68.07457,0.15346105,0.009785848665237427,3924.597503423691,260000
7.093545,0.14154568,-1.8070154,4.3233004,-5.696634,126.31496,0.018042378,-35.57791,-75.941956,0.17253551,7.155282,0.15226853,-1.946271,0.035216607,-29.412949,-73.11349,0.17116623,0.009130108880996704,3970.248055934906,265000
8.412864,0.26793832,-1.6458781,4.5018225,-3.2087579,177.1243,-0.00032836944,-30.770105,-73.83688,0.13114217,8.569469,0.18206444,-1.7831991,0.0028559268,-31.332607,-72.96648,0.2743359,0.00907027997970581,4015.5994639396667,270000
6.656125,0.09973103,-1.8735923,1.4940037,-2.3540585,120.3289,0.0058216527,-29.721493,-71.24347,0.31332707,5.2568245,0.18837291,-1.6652188,0.004977703,-31.128948,-71.77109,0.19645491,0.011375817728042602,4072.478573322296,275000
7.7965436,0.1084151,-1.8887385,12.511462,-11.279111,231.9306,0.01406759,-31.187983,-75.29074,0.31826776,7.903532,0.12763725,-1.8012224,0.035950154,-31.526737,-75.06272,0.24272196,0.009855090522766114,4121.754036664963,280000
5.692782,0.1853925,-1.7091888,1.9223874,-3.6846964,174.16716,0.030674703,-29.908611,-80.8392,0.17259808,7.6778297,0.13605192,-1.9086968,0.04090129,-32.40879,-74.43013,0.23540533,0.009005412435531617,4166.781117200851,285000
7.3334475,0.14742853,-1.8282642,2.6624558,-2.785488,130.81511,0.02024164,-32.27316,-71.1294,0.16887474,6.685355,0.084548965,-1.9658928,0.025781602,-28.207987,-70.938065,0.18601009,0.008376715421676636,4208.664706468582,290000
8.478239,0.09810783,-1.958229,2.663764,-5.0696077,205.25827,0.026701614,-32.581623,-75.82474,0.28806993,6.923233,0.1431198,-1.7674212,0.05093839,-31.67126,-73.873566,0.21832383,0.008241160345077514,4249.870519399643,295000
7.054327,0.16391349,-1.7608838,3.3182364,-4.3964634,132.00159,0.021971032,-34.499763,-76.63756,0.2274724,6.2100344,0.123110786,-1.8130836,0.019936942,-31.26804,-73.84763,0.11663701,0.008305222225189209,4291.396648645401,300000
7.634609,0.21082568,-1.7567556,3.203775,-3.387005,165.73827,0.036084697,-29.71312,-73.627365,0.09844403,7.47696,0.17255303,-1.7761413,0.030735381,-32.437553,-74.89831,0.13109308,0.12340938611030579,4908.443588972092,305000
9.215744,0.22024696,-1.8769156,9.580122,-7.826556,219.50302,0.017924882,-32.73092,-78.078995,0.15119015,6.103035,0.17810665,-1.6942418,0.0071004033,-33.982826,-73.557884,0.21098202,0.008392995119094849,4950.408574819565,310000
6.78146,0.16058102,-1.8388876,3.8756258,-5.7890286,192.82298,-0.009244211,-33.77156,-74.32707,0.2889649,5.3493905,0.18460466,-1.8138767,0.001388751,-30.667904,-75.51526,0.23458166,0.008418116140365601,4992.499165296555,315000
6.9866652,0.19667444,-1.7925502,1.9392598,-4.1265044,117.65759,0.023288794,-29.744781,-75.289,0.11723821,8.212507,0.1904785,-1.7794081,0.026189834,-31.629366,-77.02229,0.2414878,0.00840103898048401,5034.504370689392,320000
6.696417,0.15850101,-1.8375406,1.7767733,-2.52738,80.52009,0.055234008,-31.585037,-76.12431,0.19537711,7.0719934,0.09938614,-2.0128412,0.04813516,-34.124702,-75.94368,0.17378211,0.00858271565437317,5077.417960643768,325000
7.21058,0.12670399,-1.9391078,5.058999,-4.3961825,159.82639,0.018180422,-31.874931,-75.94105,0.21883684,6.5479164,0.07403232,-1.9023818,0.0059819147,-31.466885,-71.49182,0.16727576,0.008447538185119629,5119.655663490295,330000
6.2505426,0.1808522,-1.7190542,1.0777726,-1.6079743,83.71021,0.006360024,-30.10416,-71.91148,0.1385327,10.219813,0.118761495,-1.8313537,-0.0028972551,-33.13434,-75.35727,0.17256686,0.008357435035705567,5161.442854881287,335000
5.447853,0.19922504,-1.8175805,3.4976726,-3.308956,120.672714,0.017222308,-33.462486,-72.17221,0.16299993,7.739755,0.14746979,-1.8620639,0.026166372,-32.36441,-76.03236,0.23591477,0.008312651920318603,5203.006126403809,340000
7.6984816,0.20164917,-1.7215512,3.0301173,-3.743223,171.3209,0.007792644,-34.537346,-74.97524,0.22205271,6.4501863,0.17207912,-1.7005837,-0.004782498,-32.65545,-76.61508,0.1795224,0.009208835697174072,5249.050314426422,345000
7.26982,0.16334647,-1.7917688,5.470977,-6.16902,135.96582,-0.018941797,-30.638224,-76.59688,0.15228295,6.2967196,0.18351357,-1.8042446,-0.017137066,-30.043907,-75.37613,0.21342427,0.008557795810699462,5291.839306592941,350000
6.1402664,0.025250042,-1.842162,1.9439296,-4.045128,111.604996,0.03316305,-29.265999,-81.44614,0.17108184,6.804721,0.096464895,-1.8301406,0.03407553,-29.711987,-73.96673,0.16573785,0.00869572205543518,5335.317927360535,355000
6.223853,0.13264838,-1.7586799,2.6679275,-3.010476,100.53636,-0.040507898,-32.089733,-74.37982,0.21885344,5.909864,0.11487838,-1.6113732,-0.022963405,-32.014072,-72.328354,0.16773632,0.00859140477180481,5378.274962186813,360000
7.5050035,0.19004017,-1.7913272,1.948973,-3.8446496,114.872574,0.04493329,-33.089874,-77.43512,0.15958855,8.248842,0.16426021,-1.7562928,0.06566007,-29.474796,-78.28383,0.16993046,0.008751894617080688,5422.034444570541,365000
6.777214,0.1528962,-1.8309352,3.9753563,-4.6158752,90.54407,-0.00890623,-32.45795,-75.67901,0.14638022,5.9516773,0.22915214,-1.7439919,-0.0029716343,-30.734158,-75.390205,0.22735697,0.008513651514053346,5464.6027154922485,370000
10.636381,0.17636427,-1.861981,5.791066,-7.276604,221.44955,0.016881838,-29.501436,-82.66259,0.12719393,7.365049,0.16702822,-1.7755293,0.009500027,-33.0235,-76.96774,0.17378357,0.008476083135604858,5506.983144283295,375000
5.824682,0.09573123,-1.7334805,2.187858,-2.6316977,140.9874,0.0023238882,-31.142689,-78.454056,0.1701588,7.152282,0.16336702,-1.6634855,-0.007671468,-28.76633,-72.245605,0.16839716,0.00843163833618164,5549.141345977783,380000
6.468115,0.174217,-1.7559682,1.8157372,-2.2782295,87.77986,0.019948632,-32.285103,-79.936844,0.15236092,5.8083153,0.20036705,-1.7308639,0.018642612,-30.870777,-79.79121,0.1384997,0.008461811780929565,5591.45041680336,385000
6.566791,0.16516572,-1.7595366,3.2646756,-3.313772,163.45161,0.031055532,-30.95776,-76.28789,0.20732188,9.215475,0.24502642,-1.6198782,0.024782151,-30.338802,-79.150665,0.2814576,0.008631338024139405,5634.607118844986,390000
6.5354013,0.16040684,-1.7404997,5.7590175,-6.9739013,129.29973,0.010243021,-31.722387,-72.648926,0.11340304,7.2051325,0.20385626,-1.6974827,-0.010352865,-34.201862,-75.85478,0.18906844,0.008780824518203735,5678.511252403259,395000
7.8664217,0.22895767,-1.7360446,7.7383895,-5.8116603,182.1828,0.011161387,-29.186167,-76.438446,0.19327544,4.953907,0.13059512,-1.6753402,0.021163657,-33.02348,-74.925766,0.19066875,0.00855766339302063,5721.2995800971985,400000
8.416054,0.20818898,-1.7917044,7.220073,-6.2520037,167.3034,0.032421067,-29.71064,-75.35218,0.16413096,8.788284,0.25374448,-1.733532,0.06460125,-32.853348,-74.3676,0.22930397,0.12173313088417054,6329.965245962143,405000
6.68585,0.14665674,-1.7745159,2.1183727,-3.6796126,134.13184,0.00066930056,-29.766106,-77.78647,0.1618398,6.642016,0.1844402,-1.7782476,-0.0077514723,-30.133717,-70.09552,0.12637687,0.0083235689163208,6371.583102941513,410000
6.481819,0.1399696,-1.8791238,4.51832,-4.2281976,200.51134,0.029092103,-33.361675,-73.82424,0.35603803,6.478511,0.11824766,-1.8468529,0.016006507,-30.58012,-74.37805,0.15562294,0.00849248080253601,6414.045518159866,415000
6.6938634,0.14285517,-1.730936,3.4813023,-5.978749,130.1908,-0.004372537,-29.000587,-74.11383,0.17662713,7.9917393,0.15569718,-1.9208863,0.016729414,-30.575592,-73.97354,0.22955471,0.008290575885772705,6455.498408794403,420000
6.6231937,0.16201591,-1.8272674,1.7218816,-3.3215938,96.76843,0.02791538,-30.27866,-75.55363,0.1320681,6.386653,0.16508824,-1.6811869,0.046440676,-31.572071,-73.87154,0.19614533,0.008258997821807862,6496.793406963348,425000
7.7366457,0.16493097,-1.7166866,9.019909,-7.520664,152.34569,0.024535254,-32.075752,-77.23024,0.15168613,7.2963166,0.11039238,-1.8346317,0.0103012845,-31.980175,-76.06595,0.22390915,0.008272653388977052,6538.15668463707,430000
6.196495,0.15889621,-1.8428408,2.0927348,-2.6718245,119.66639,0.027106546,-33.668873,-76.268845,0.16828719,7.4686832,0.17879489,-1.7158754,0.014788106,-31.02031,-76.01156,0.1511731,0.008269423675537109,6579.50381398201,435000
4.8769875,0.14059019,-1.8445574,2.249624,-1.9438646,109.75145,0.029673457,-31.007542,-76.85161,0.17521095,6.661687,0.14428312,-1.8205674,0.028151914,-31.671162,-79.75818,0.21437168,0.008289858293533325,6620.953119516373,440000
5.4232335,0.12899546,-1.5710008,5.0174446,-7.9978414,120.37292,-0.009272791,-31.220781,-79.09736,0.16720706,6.4882183,0.067312226,-1.7297056,-0.011677474,-31.939568,-75.95982,0.16979268,0.008342744493484497,6662.666851043701,445000
6.270104,0.17930463,-1.7092373,2.1890829,-5.8360763,113.490585,0.045214407,-29.649002,-75.45024,0.13831505,6.149152,0.13386089,-1.9463221,0.042981572,-31.556366,-73.532394,0.22816432,0.008277605390548707,6704.054886579514,450000
6.6664085,0.09632029,-1.7742481,2.7921815,-6.8920784,113.00067,-0.012673698,-32.195698,-76.25067,0.14627962,7.9111114,0.22533575,-1.673618,-0.012483858,-31.18351,-81.35051,0.18768232,0.008266453075408936,6745.387161254883,455000
5.2715445,0.17342083,-1.7256091,4.3000836,-5.1215563,97.249054,0.020043314,-33.173306,-76.95604,0.20783177,8.29027,0.120332934,-1.825928,0.023806922,-31.286917,-74.00116,0.14478129,0.008263150453567505,6786.702924966812,460000
10.148741,0.15613566,-1.9350014,12.922172,-12.99465,277.33893,0.022917569,-30.93181,-77.69681,0.21357277,7.359857,0.19541156,-1.597374,0.031634614,-31.136679,-79.841034,0.15886304,0.008304220581054688,6828.224038600922,465000
4.995205,0.15701959,-1.7213833,1.6060638,-3.7340138,97.161705,0.0136915445,-31.205086,-70.755264,0.12755013,7.6774464,0.20271726,-1.8173798,0.027797304,-31.864887,-74.36725,0.124187514,0.008377027130126953,6870.109184503555,470000
6.8745937,0.18181947,-1.6579626,3.0191035,-8.079031,119.22064,0.036299005,-30.786505,-77.12984,0.12182383,7.239538,0.12853411,-1.730022,0.024187751,-32.67778,-75.81206,0.223798,0.008408700275421142,6912.152695178986,475000
7.7684984,0.21333213,-1.8234181,4.265085,-7.505104,153.6596,0.038374826,-30.85063,-69.900536,0.16088663,7.0277305,0.10699273,-1.9085935,0.035639174,-33.672913,-77.09427,0.23377255,0.008600636386871337,6955.155891180038,480000
7.0638623,0.1620321,-1.8675827,6.5040092,-7.701515,176.07321,0.016886279,-29.466606,-73.396164,0.13159674,6.5726585,0.23629752,-1.8715014,-0.010801278,-30.705624,-72.553276,0.16967009,0.008587041282653808,6998.091107368469,485000
5.989144,0.15032172,-1.8028966,2.4119685,-4.4606013,110.841736,-0.03841164,-32.935596,-80.034874,0.13821603,8.200285,0.12430729,-1.9140399,-0.018251881,-31.491978,-72.673904,0.14949365,0.008808976888656617,7042.136003494263,490000
4.4795566,0.16610427,-1.73852,1.1107138,-2.809104,69.77027,0.013614126,-31.312244,-80.896355,0.14883633,6.454879,0.08806101,-1.838995,0.010475233,-28.671688,-73.080414,0.19838275,0.008947924661636353,7086.8756375312805,495000
4.988849,0.11999293,-1.8397274,1.4102776,-2.023959,87.4058,-0.026187561,-30.037493,-76.925964,0.21469793,7.1508512,0.2030931,-1.6774619,-0.041333556,-31.504688,-73.85744,0.14901385,0.008621035480499268,7129.980832338333,500000
