training/actor/actor_loss,training/actor/bc_log_prob,training/actor/bc_loss,training/actor/mse,training/actor/q_abs_mean,training/actor/q_loss,training/actor/q_mean,training/actor/std,training/dynamics/dynamics_loss,training/grad/max,training/grad/min,training/grad/norm,training/value/d_neg_loss,training/value/d_neg_max,training/value/d_neg_mean,training/value/d_neg_min,training/value/d_pos_loss,training/value/d_pos_max,training/value/d_pos_mean,training/value/d_pos_min,training/value/lam,training/value/lam_loss,training/value/total_loss,training/value/value_loss,validation/actor/actor_loss,validation/actor/bc_log_prob,validation/actor/bc_loss,validation/actor/mse,validation/actor/q_abs_mean,validation/actor/q_loss,validation/actor/q_mean,validation/actor/std,validation/dynamics/dynamics_loss,validation/value/d_neg_loss,validation/value/d_neg_max,validation/value/d_neg_mean,validation/value/d_neg_min,validation/value/d_pos_loss,validation/value/d_pos_max,validation/value/d_pos_mean,validation/value/d_pos_min,validation/value/lam,validation/value/lam_loss,validation/value/total_loss,validation/value/value_loss,time/epoch_time,time/total_time,step
1.0230752,-7.691742,0.023075227,0.08505844,314.35352,1.0,-314.35352,1.0,2.881783,93.95474,-96.026535,1340.5597,116.651245,1064.6562,544.7479,1.0814364,7.258563,9.656348,2.8799458,0.009727955,7.1986885,-51.892197,117.011185,168.90338,1.023118,-7.7059956,0.023117987,0.08862192,316.07156,1.0,-316.07156,1.0,3.007559,110.599174,1053.4863,557.5916,2.5881422,7.7045755,12.1740265,2.9743426,0.008684075,7.2009883,-55.120506,110.95922,166.07973,0.20402127537727355,1020.1063978672028,5000
1.023056,-7.685361,0.023056082,0.08346323,208.65799,1.0,-208.65799,1.0,1.7979782,147.6868,-145.2617,2098.3164,195.39264,872.7325,361.9652,1.0139369,1.9953656,5.1689034,1.8291614,0.004752267,34.03203,-66.20474,197.09424,263.29898,1.0230727,-7.690899,0.023072697,0.08484772,213.53377,1.0,-213.53377,1.0,1.7172885,189.11731,877.6272,371.58765,0.3811615,1.7170522,6.827063,1.737703,0.006015401,34.042503,-56.750633,190.81943,247.57007,0.005970709276199341,1049.959953069687,10000
1.0235295,-7.843187,0.02352956,0.122919634,130.39386,1.0,-130.39386,1.0,1.0007459,168.00638,-162.09264,1799.2988,279.30734,641.28516,236.65353,0.6017791,0.33529136,3.5331821,1.1496667,0.004667419,138.13425,-39.408504,286.21405,325.62256,1.0236124,-7.870811,0.023612432,0.12982574,129.26775,1.0,-129.26775,1.0,1.0638309,280.54205,648.50055,235.44725,0.4137174,0.35593528,3.6340072,1.1673408,0.0030888456,138.16876,-42.2707,287.4505,329.7212,0.005981667709350586,1079.8682997226715,15000
1.0235103,-7.836764,0.023510292,0.121313944,100.14845,1.0,-100.14845,1.0,0.6471969,231.63968,-260.51132,2097.2424,333.95905,472.22678,172.12076,1.4487348,0.07268667,2.2468963,0.8690552,0.0040728515,403.0769,-9.144473,354.11288,363.25735,1.0236882,-7.8960586,0.023688175,0.13613757,94.72148,1.0,-94.72148,1.0,0.6539583,329.2339,479.46716,177.4476,0.4739785,0.06537369,2.3669875,0.8601265,0.004371727,403.13788,-6.197716,349.39078,355.5885,0.005976273584365845,1109.7496752738953,20000
1.0236562,-7.8854136,0.023656242,0.13347632,85.96402,1.0,-85.96402,1.0,0.5737847,284.11194,-317.1759,1767.6072,326.46783,650.0813,181.94745,3.463506,0.055890743,2.841908,0.83575666,0.0050608823,499.48602,-2.9423432,351.44214,354.3845,1.0237119,-7.9039726,0.023711916,0.138116,88.14168,1.0,-88.14168,1.0,0.56642723,325.02716,605.1522,184.01202,0.8710217,0.05931624,4.406014,0.83026135,0.0026632012,499.4501,-4.652997,349.99966,354.65265,0.005973222160339356,1139.6157944202423,25000
1.0237424,-7.9141054,0.023742318,0.1406493,90.604034,1.0000001,-90.604034,1.0,0.59310293,78.87806,-83.56668,944.1448,304.25168,856.0228,222.51022,1.8431616,0.050321326,2.2485178,0.8307471,0.004087006,462.501,-0.1486131,327.3767,327.52533,1.0239478,-7.982605,0.023947816,0.15777428,96.636475,1.0,-96.636475,1.0,0.65522206,310.48773,827.7848,211.98094,0.966274,0.05247242,2.6868546,0.8512058,0.006790535,462.4767,-1.1434363,333.61157,334.755,0.00597524561882019,1169.492031097412,30000
1.0237209,-7.906986,0.023720957,0.13886954,90.30621,0.99999994,-90.30621,1.0,0.5610317,61.063023,-58.51515,725.8767,308.96747,915.63617,218.71979,0.5079553,0.045570098,2.109086,0.8254733,0.0056288275,454.01782,2.0112548,331.66837,329.6571,1.0238321,-7.9440107,0.023832034,0.14812568,95.354355,1.0,-95.354355,1.0,0.5575987,299.0887,922.6418,229.06384,0.0,0.055887774,2.965791,0.8649949,0.008935936,453.98965,-2.672988,321.7882,324.46118,0.00597463583946228,1199.365217924118,35000
1.0237026,-7.9008627,0.023702588,0.1373386,91.04285,1.0,-91.04285,1.0,0.6005562,165.6325,-141.31181,1205.1437,306.83078,1025.8705,235.37215,0.8153161,0.05176907,3.1263368,0.8258262,0.00687743,427.5088,-0.7562928,328.20624,328.96252,1.0238413,-7.9470835,0.02384125,0.14889386,98.34208,1.0,-98.34208,1.0,0.53794616,305.82477,985.4692,230.04202,0.05600216,0.07221335,5.411127,0.8549464,0.007960253,427.50797,-9.496385,327.20016,336.69656,0.006018638324737549,1229.4584167003632,40000
1.0236747,-7.891571,0.023674713,0.13501576,93.371414,1.0,-93.371414,1.0,0.52488583,74.686905,-125.58231,820.8641,306.62885,1004.6723,232.29102,1.7347476,0.041737407,2.0346432,0.8424789,0.0034930934,441.83023,3.6506636,328.72037,325.0697,1.0238984,-7.966138,0.023898413,0.15365745,95.23462,1.0,-95.23462,1.0,0.49144536,293.21918,1003.2522,252.84247,0.7314891,0.0559211,3.6510627,0.83955795,0.005479161,441.82095,-2.6160657,315.31024,317.9263,0.00597642412185669,1259.340546131134,45000
1.0236435,-7.881179,0.023643536,0.13241771,95.00646,1.0,-95.00646,1.0,0.48005828,182.87909,-162.83847,1383.0427,304.31207,1074.9456,245.13097,0.4748335,0.051724993,2.1529777,0.84509236,0.0049699945,425.812,-0.7345223,325.60266,326.3372,1.0237696,-7.9232006,0.023769602,0.1429231,92.282715,1.0,-92.282715,1.0,0.5084418,298.38736,1072.3186,247.42358,0.82698613,0.048437104,2.607927,0.85028136,0.0036061336,425.81082,0.6654985,319.6779,319.0124,0.00597942852973938,1289.2376976013184,50000
