training/grad/max,training/grad/min,training/grad/norm,training/high_actor/actor_loss,training/high_actor/adv,training/high_actor/bc_log_prob,training/high_actor/mse,training/high_actor/std,training/low_actor/actor_loss,training/low_actor/adv,training/low_actor/bc_log_prob,training/low_actor/mse,training/low_actor/std,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/v_std_across_heads,training/value/value_loss,validation/high_actor/actor_loss,validation/high_actor/adv,validation/high_actor/bc_log_prob,validation/high_actor/mse,validation/high_actor/std,validation/low_actor/actor_loss,validation/low_actor/adv,validation/low_actor/bc_log_prob,validation/low_actor/mse,validation/low_actor/std,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/v_std_across_heads,validation/value/value_loss,time/epoch_time,time/total_time,step
8.528615,-5.279665,214.81808,314.6888,1.8777755,-9.920858,0.14629477,1.0,129.31744,0.2586547,-7.72392,0.09310298,1.0,0.17033648,-15.028488,-25.619005,1.035024,1.6509145,315.2417,1.7031071,-10.073427,0.1768084,1.0,114.876236,0.19775519,-7.7352486,0.095935136,1.0,0.25429168,-13.975693,-25.66617,1.0097194,1.6004096,0.36280579271316526,1814.0290231704712,5000
12.575875,-13.482843,237.16064,433.5387,2.4787521,-9.762302,0.114583515,1.0,203.5774,0.3416182,-7.665831,0.07858078,1.0,0.11976813,-21.506992,-42.539574,1.6749891,3.2767024,454.5124,2.7886927,-9.804875,0.12309804,1.0,187.14935,0.33554,-7.6910195,0.08487784,1.0,0.08281394,-21.856535,-42.531677,1.7206881,1.5852737,0.005415650129318238,1841.1072809696198,10000
6.611043,-8.675756,205.93314,535.4574,3.0634148,-9.716573,0.10543757,1.0,200.12173,0.33365983,-7.6505227,0.07475362,1.0,0.10400915,-26.216059,-55.760963,2.4365916,1.9200457,530.3166,3.4420383,-9.778803,0.11788372,1.0,219.57735,0.3418424,-7.6658483,0.07858508,1.0,0.094304845,-27.428022,-55.768272,2.4606094,3.2919812,0.005654989624023437,1869.3822422027588,15000
28.292978,-33.150257,368.29968,537.94476,2.8714402,-9.724676,0.10705822,1.0,144.19711,0.28264445,-7.639716,0.07205205,1.0,0.13932516,-29.302124,-65.8547,2.8847747,3.0529976,579.9021,3.1598926,-9.694883,0.10109969,1.0,179.27875,0.36965325,-7.6611023,0.07739858,1.0,0.11918487,-29.491175,-65.82167,2.8466535,2.365426,0.005419799995422363,1896.4812505245209,20000
5.3137927,-5.4641366,218.20348,596.201,3.8596902,-9.68569,0.099261075,1.0,178.6478,0.34636542,-7.6063566,0.063712046,1.0,0.14280078,-29.435663,-73.669136,2.8729067,3.3442135,579.25867,3.5159345,-9.793286,0.12078025,1.0,179.59576,0.29501963,-7.6498327,0.07458121,1.0,0.1905742,-29.841108,-73.65317,2.811555,3.5918386,0.005398295354843139,1923.4727342128754,25000
11.3265085,-9.345299,267.6459,589.80774,3.8261075,-9.6935835,0.10083969,1.0,223.87267,0.38826796,-7.6095767,0.06451709,1.0,0.17932805,-33.157646,-79.7819,3.1822348,2.9659495,594.9945,3.9292288,-9.705955,0.10331384,1.0,215.15677,0.4329747,-7.6552076,0.075924836,1.0,0.18043372,-33.89683,-79.95484,3.246292,2.7248445,0.005435891342163086,1950.6521980762482,30000
11.775826,-12.415079,289.4856,583.85895,3.7692928,-9.598928,0.08190857,1.0,181.63715,0.4970644,-7.616705,0.066299245,1.0,0.18526882,-32.836906,-84.81623,3.2208743,2.7485404,596.01984,3.355483,-9.6959095,0.10130501,1.0,178.035,0.37819505,-7.664441,0.07823332,1.0,0.13609625,-33.44575,-84.65955,3.21179,2.6864789,0.005426683139801026,1977.785621881485,35000
10.450082,-5.9679947,260.74332,579.26843,3.5676632,-9.664579,0.09503871,1.0,157.62936,0.2767567,-7.603257,0.0629373,1.0,0.07788704,-35.114952,-88.189766,3.4294534,2.5507746,588.99457,3.4277394,-9.70381,0.10288491,1.0,176.83127,0.36406443,-7.651717,0.07505232,1.0,0.113836356,-34.615902,-88.41992,3.2921007,2.8203511,0.005402598476409912,2004.7986223697662,40000
12.530509,-12.287728,246.53873,619.6553,4.296118,-9.621229,0.08636878,1.0,199.45317,0.4291529,-7.6011977,0.06242244,1.0,0.14916927,-34.76183,-91.27848,3.5276146,3.298421,616.93445,4.005226,-9.690642,0.10025146,1.0,190.26326,0.45605758,-7.631948,0.07010992,1.0,0.16547973,-35.068985,-91.103455,3.5173244,3.086559,0.005408403348922729,2031.8406476974487,45000
9.337807,-8.507844,272.3118,622.7667,3.7632778,-9.7087,0.10386298,1.0,172.7601,0.43326753,-7.5933504,0.06046065,1.0,0.29277354,-35.08933,-93.76868,3.5753343,3.7053673,614.6401,4.230106,-9.74941,0.112004995,1.0,162.62463,0.38471657,-7.638496,0.07174693,1.0,0.29106805,-35.648994,-93.64228,3.4972124,2.9751742,0.005400461673736572,2058.842965364456,50000
