training/grad/max,training/grad/min,training/grad/norm,training/high_actor/actor_loss,training/high_actor/adv,training/high_actor/bc_log_prob,training/high_actor/mse,training/high_actor/std,training/low_actor/actor_loss,training/low_actor/adv,training/low_actor/bc_log_prob,training/low_actor/mse,training/low_actor/std,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/v_std_across_heads,training/value/value_loss,validation/high_actor/actor_loss,validation/high_actor/adv,validation/high_actor/bc_log_prob,validation/high_actor/mse,validation/high_actor/std,validation/low_actor/actor_loss,validation/low_actor/adv,validation/low_actor/bc_log_prob,validation/low_actor/mse,validation/low_actor/std,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/v_std_across_heads,validation/value/value_loss,time/epoch_time,time/total_time,step
17.538538,-12.309681,238.86443,330.8881,2.0422688,-10.203721,0.20286706,1.0,140.06335,0.15216586,-7.7928557,0.11033687,1.0,0.084712766,-14.9400425,-25.87282,0.6526799,2.0632744,330.01505,1.8665655,-10.309982,0.22411954,1.0,158.15126,0.20549229,-7.8305864,0.1197696,1.0,0.062089555,-15.389157,-25.830225,0.68469083,2.3258038,0.16241835098266602,812.0917665958405,5000
17.591116,-15.818703,381.02487,461.14,2.7765274,-10.077986,0.17772003,1.0,184.58621,0.16173792,-7.7186046,0.09177412,1.0,0.11330716,-22.590708,-42.92844,0.3967489,4.380743,453.55945,2.5712872,-10.112623,0.18464768,1.0,172.66006,0.068003155,-7.7364817,0.096243374,1.0,0.12755609,-21.792099,-42.919445,0.3548122,2.3996959,0.0056492390632629395,840.3379719257355,10000
17.622402,-15.026099,426.48975,530.04004,3.2110655,-9.949896,0.1521021,1.0,177.75604,0.21538776,-7.6959124,0.086101025,1.0,0.13161555,-26.41808,-56.372982,0.16121078,3.2980251,550.9927,3.0462847,-10.033291,0.16878115,1.0,191.84868,0.123204544,-7.7367544,0.09631157,1.0,0.138738,-25.577929,-56.412113,0.1540756,3.2024925,0.006185021924972534,871.2630898952484,15000
9.374015,-11.0525055,343.73538,522.8993,2.8832603,-9.937335,0.14958997,1.0,162.52155,0.16017465,-7.693233,0.08543123,1.0,0.06736531,-26.167059,-66.61723,0.08059752,2.5765605,530.3634,2.8224761,-10.025808,0.16728447,1.0,150.80998,0.03875348,-7.7300024,0.09462355,1.0,0.121391036,-26.962015,-66.51004,0.083793335,4.334055,0.0061912780284881595,902.2194900512695,20000
24.482,-26.776987,436.34717,553.05444,3.1514165,-9.963617,0.15484658,1.0,179.74321,0.25749347,-7.682467,0.08273976,1.0,0.21635137,-28.456726,-73.98428,0.06420429,3.154661,568.2777,3.116114,-10.018402,0.16580355,1.0,163.93332,0.12951392,-7.688369,0.08421518,1.0,0.25495613,-26.196375,-73.56832,0.055736307,4.191863,0.006197101068496704,933.2050061225891,25000
11.662448,-12.777003,335.93958,549.22186,3.3823838,-9.956257,0.15337433,1.0,178.87698,0.1495911,-7.655275,0.0759417,1.0,0.16613495,-30.52208,-79.93238,0.06423728,3.4716468,591.687,3.539382,-10.003616,0.16284633,1.0,168.3476,0.17847323,-7.732932,0.09535602,1.0,0.16762857,-28.724588,-79.87037,0.056156747,4.9060035,0.006200602865219116,964.2080299854279,30000
33.7497,-29.62277,519.4468,560.6367,3.227556,-9.943363,0.15079558,1.0,162.6236,0.13822958,-7.6690474,0.079384804,1.0,0.1705653,-29.266037,-83.9269,0.058382146,3.8900075,585.02454,3.3502266,-9.967127,0.1555482,1.0,188.8203,0.30042785,-7.7043085,0.08820012,1.0,0.14338881,-29.79744,-84.29386,0.056100857,3.8486056,0.00620054063796997,995.2107429504395,35000
25.499458,-22.651033,434.20383,576.124,3.3287401,-9.920982,0.14631954,1.0,146.84293,0.18584022,-7.6414375,0.07248236,1.0,0.18943802,-30.903076,-86.58621,0.06008117,3.7992299,568.6057,3.194119,-10.026587,0.16744035,1.0,157.51482,0.17045122,-7.692624,0.08527899,1.0,0.20635058,-30.872023,-86.10012,0.059388325,3.7559521,0.006169699621200561,1026.0592515468597,40000
31.28876,-26.424122,549.62744,579.1949,3.2915678,-9.961333,0.15438977,1.0,190.90308,0.29443926,-7.650543,0.074758664,1.0,0.018851511,-32.97419,-90.02175,0.06380689,4.060259,601.89325,3.7617528,-10.058281,0.1737792,1.0,186.66556,0.24956802,-7.6798058,0.08207448,1.0,0.046299204,-30.82529,-90.33971,0.060944173,3.8253913,0.006173620843887329,1056.9273636341095,45000
20.543991,-18.511024,394.22946,559.2258,3.5583935,-9.853487,0.13282038,1.0,180.36566,0.3238638,-7.6395426,0.07200854,1.0,0.25559053,-34.523804,-93.37154,0.06750269,2.9527645,601.2123,3.3751686,-10.021397,0.1664022,1.0,185.95148,0.22271734,-7.699654,0.08703654,1.0,0.27331698,-32.307915,-92.996086,0.06649635,4.8921967,0.0061749763011932374,1087.8022572994232,50000
10.419222,-9.256098,326.73035,579.5453,3.371894,-9.982651,0.15865314,1.0,161.886,0.15191686,-7.6366715,0.07129085,1.0,0.09854253,-30.643415,-94.34804,0.0625948,4.5407057,570.4569,2.8105328,-10.085266,0.17917609,1.0,159.2926,0.097548686,-7.696496,0.08624694,1.0,0.21868084,-30.612385,-94.61618,0.06321639,6.136403,0.006180357360839844,1118.704053401947,55000
14.77821,-16.826057,446.6923,594.97626,3.7595966,-9.847777,0.1316785,1.0,163.99455,0.21209764,-7.6211033,0.06739874,1.0,0.1475728,-31.820057,-96.03209,0.061873313,4.0815554,607.48444,3.4557662,-9.970926,0.15630813,1.0,189.16699,0.34379923,-7.6876154,0.08402683,1.0,0.13462073,-33.390316,-96.10714,0.06668699,3.9399087,0.006174363422393799,1149.5758821964264,60000
28.932175,-14.158252,461.49252,580.1881,3.3070085,-9.868266,0.13577604,1.0,175.2919,0.25538188,-7.6418056,0.07257444,1.0,-0.033266287,-33.366444,-97.55109,0.059457745,3.673738,570.4291,3.39014,-9.936462,0.14941528,1.0,191.62982,0.3135594,-7.6976304,0.086530596,1.0,-0.04866762,-31.924238,-97.0848,0.06272013,4.1587286,0.006179997825622559,1180.475881576538,65000
19.798784,-18.149769,541.1285,561.9027,3.4053087,-9.98498,0.15911885,1.0,173.61903,0.13493095,-7.6539164,0.075601965,1.0,0.051781066,-34.417797,-98.438644,0.062045176,6.0441284,601.776,3.456472,-10.042712,0.17066544,1.0,181.31409,0.26619664,-7.6890526,0.084386155,1.0,0.058940716,-31.489874,-97.64291,0.058458395,3.879578,0.006171815824508667,1211.3349704742432,70000
16.582954,-17.841057,397.51825,600.94556,3.8947616,-9.897807,0.14168437,1.0,158.24742,0.28154266,-7.6318045,0.0700741,1.0,0.102318175,-33.918888,-98.06268,0.05596617,3.645368,575.598,3.2427917,-10.02869,0.16786103,1.0,166.7712,0.22953714,-7.70226,0.087687925,1.0,0.030080415,-31.831696,-97.7103,0.057712786,5.6996956,0.006181555652618408,1242.2427575588226,75000
41.939594,-38.389732,548.7759,569.34717,3.6599817,-9.907764,0.14367586,1.0,171.28604,0.32186016,-7.60363,0.06303052,1.0,0.071338445,-32.96742,-100.27708,0.05393739,10.175962,627.8131,3.6717386,-9.919198,0.14596258,1.0,166.26321,0.26417273,-7.681924,0.08260386,1.0,0.074525535,-33.85797,-99.2008,0.056914233,3.6157875,0.006170557880401611,1273.095556974411,80000
11.451768,-14.260637,340.53036,601.74756,3.8685856,-9.848795,0.13188201,1.0,167.27214,0.25830466,-7.625614,0.06852642,1.0,0.16408536,-33.346313,-99.38608,0.049589768,4.0465755,640.10126,4.0788884,-9.953908,0.15290451,1.0,183.42747,0.30208012,-7.6943655,0.085714415,1.0,0.18638486,-33.31132,-98.989525,0.055044316,3.8664393,0.006173033714294434,1303.960735321045,85000
12.8122,-28.780592,435.11853,594.756,3.510604,-9.949232,0.15196954,1.0,150.64346,0.13501446,-7.628931,0.0693557,1.0,0.06397233,-34.017162,-99.731064,0.048854146,5.4977875,620.7717,3.4459853,-10.00209,0.16254118,1.0,167.6777,0.27049983,-7.681688,0.08254488,1.0,0.05418755,-33.812668,-99.93886,0.0499985,4.0550814,0.006171406888961792,1334.8177795410156,90000
