training/actor/actor_loss,training/actor/adv,training/actor/bc_log_prob,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,validation/actor/actor_loss,validation/actor/adv,validation/actor/bc_log_prob,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/value_loss,time/epoch_time,time/total_time,step
5.449828,0.25087836,-1.6601789,4.043687,-2.269208,116.818306,0.028306678,-31.365978,-75.319336,0.13105977,6.6687193,0.20281468,-1.7604162,0.022938862,-31.311241,-74.85127,0.2026222,0.007887073183059692,3942.0202147960663,320000
5.648183,0.12577185,-1.7784889,10.304885,-6.71681,143.69833,0.01478868,-28.565517,-72.98338,0.24316855,5.780146,0.17566566,-1.8195953,0.027869023,-29.792694,-70.15287,0.11089307,0.007895682954788208,3981.498641014099,325000
8.385408,0.13364777,-1.7461135,2.9367247,-4.7847757,173.12175,0.015642501,-31.027782,-73.10137,0.18629554,5.9602213,0.16144808,-1.8359753,0.02235365,-28.77052,-69.86745,0.16941357,0.007876413249969483,4020.8807168006897,330000
9.569434,0.1676632,-1.7262948,8.855438,-11.718154,188.48642,0.01313974,-30.387386,-74.55526,0.17123094,4.227116,0.13996258,-1.7959913,0.0037434027,-30.896917,-70.887085,0.144754,0.007882581758499145,4060.29363489151,335000
5.32881,0.16702524,-1.6794686,1.6748254,-3.309567,94.835915,0.00044965744,-30.472013,-73.31723,0.141021,5.929597,0.15899111,-1.7732472,-0.0104097575,-31.28419,-72.96766,0.1750007,0.007898293733596802,4099.785116910934,340000
6.7972765,0.17939834,-1.8311498,2.1489189,-3.5684264,145.49187,0.008754455,-32.653053,-72.40768,0.23950064,6.1761904,0.18122275,-1.7229993,0.014996193,-29.176004,-70.194824,0.18057054,0.00788314003944397,4139.200826883316,345000
5.435708,0.15747736,-1.7544663,2.1217368,-3.2156308,100.15494,-0.026706912,-31.03763,-72.60954,0.13157895,7.607704,0.19970068,-1.7842544,-0.03257812,-28.70779,-77.29443,0.21368787,0.007886610889434814,4178.633889913559,350000
6.9176073,0.12848204,-1.8695502,1.95578,-4.104572,117.45918,-0.0013501719,-30.857578,-71.34868,0.13236202,9.661579,0.16071314,-1.910736,-0.0073428303,-28.629128,-71.10795,0.15366176,0.007892346668243408,4218.095633506775,355000
8.138132,0.23693994,-1.7595506,6.783529,-6.174807,130.7272,-0.03561046,-28.867912,-70.53485,0.16367918,5.223523,0.08652195,-1.8895512,-0.03575238,-30.761162,-69.86156,0.10266974,0.007872452640533448,4257.457906007767,360000
7.624363,0.16835533,-1.8547499,3.975264,-4.676926,175.75735,0.013097182,-30.070938,-73.75525,0.17034078,6.4183745,0.22275442,-1.7753434,0.005004056,-31.878754,-74.82342,0.148568,0.007877286624908447,4296.844350099564,365000
