training/actor/actor_loss,training/actor/adv,training/actor/bc_log_prob,training/grad/max,training/grad/min,training/grad/norm,training/value/d_neg_loss,training/value/d_neg_max,training/value/d_neg_mean,training/value/d_neg_min,training/value/d_pos_loss,training/value/d_pos_max,training/value/d_pos_mean,training/value/d_pos_min,training/value/lam,training/value/lam_loss,training/value/total_loss,training/value/value_loss,validation/actor/actor_loss,validation/actor/adv,validation/actor/bc_log_prob,validation/value/d_neg_loss,validation/value/d_neg_max,validation/value/d_neg_mean,validation/value/d_neg_min,validation/value/d_pos_loss,validation/value/d_pos_max,validation/value/d_pos_mean,validation/value/d_pos_min,validation/value/lam,validation/value/lam_loss,validation/value/total_loss,validation/value/value_loss,time/epoch_time,time/total_time,step
113.07951,1.1637255,-1.8833213,687.6829,-1025.8184,17240.418,228.80757,863.26,312.0613,4.7947254,10.258013,14.03422,3.2548344,0.08453754,6.345423,-64.77416,229.12482,293.899,96.69296,0.99814737,-1.8065128,238.4414,873.8636,299.6976,1.4556034,15.343519,26.535559,3.4251556,0.062649,6.3472724,-97.07213,238.75877,335.8309,0.09684580397605896,484.2290380001068,5000
67.19936,0.34421325,-1.866695,445.21756,-348.04196,6476.6953,321.59607,743.76465,191.76952,0.98350805,1.4145757,6.0834346,1.6539433,0.07883284,24.586489,-33.550125,322.82538,356.37552,66.04206,0.39433736,-1.8877246,318.2755,835.29956,195.02368,2.347722,2.0402808,7.2046466,1.7654618,0.10400182,24.59254,-48.946064,319.50513,368.4512,0.012040240669250489,544.4302535057068,10000
34.310005,0.2421275,-1.954089,407.1025,-335.40366,6118.997,388.6566,598.6343,116.05148,3.0561602,0.3579522,4.355377,1.0779014,0.038092617,79.28737,-24.41672,392.62094,417.03766,35.700027,0.3259143,-1.7746894,393.64584,618.9138,111.81752,4.7371016,0.24520236,4.430958,1.0520796,0.041101247,79.303856,-15.4803,397.61105,413.09134,0.012037422227859498,604.6173794269562,15000
24.499737,0.27052152,-1.8366418,522.99,-599.51465,7247.84,410.94623,420.43732,91.56051,1.2236898,0.11297771,3.173602,0.8891428,0.019350978,190.23888,-11.98081,420.4582,432.439,23.783436,0.2583846,-1.820927,415.28644,423.91132,87.09139,2.989541,0.15603599,4.6365676,0.970363,0.025369508,190.26128,-20.174543,424.79953,444.97406,0.012038498020172119,664.8098793029785,20000
15.131153,0.19532558,-1.8912768,252.88583,-120.11633,2558.1113,431.5829,274.97913,69.94327,3.251033,0.020709446,2.013825,0.81055444,0.04168692,267.9529,7.8484893,444.98053,437.13205,18.908108,0.23237525,-1.8286173,430.693,310.21228,70.914955,2.5614014,0.04496083,3.057251,0.8222288,0.03247098,267.94714,1.3502313,444.09033,442.7401,0.012039366006851196,725.0067191123962,25000
14.859253,0.105125055,-1.8556274,314.3156,-221.12686,4773.4707,432.66483,308.2446,68.92711,3.4003112,0.083186984,3.8389802,0.7949122,0.028216807,282.0646,-9.360873,446.76807,456.12894,16.008318,0.1301676,-1.8216923,434.57584,303.03455,66.95581,3.381649,0.03460179,2.6787398,0.7902163,0.04713952,282.06982,4.343371,448.67935,444.33597,0.012014785051345825,785.0806546211243,30000
18.629902,0.040288564,-1.9093722,371.7932,-429.5862,6024.509,428.41913,333.72495,73.43801,2.961879,0.094279796,4.604901,0.83493125,0.045332287,286.08014,-12.66757,442.72314,455.39072,17.549664,0.17960538,-1.840137,426.22137,341.131,75.64125,3.1676698,0.030998223,2.5490015,0.81959105,0.052319057,286.06934,5.4358263,440.52484,435.08902,0.012034943866729736,845.2553832530975,35000
19.452078,0.212009,-1.8325897,215.59045,-274.8153,5430.088,430.56824,267.87283,70.96306,0.33119696,0.061427303,3.5129375,0.8444385,0.040139277,289.12955,-3.3039706,445.0247,448.32867,19.771126,0.30624565,-1.7540898,428.50305,272.434,73.15008,2.829743,0.04861903,3.0867279,0.8747113,0.030555092,289.11398,0.39925846,442.95874,442.55948,0.012035770320892335,905.4342455863953,40000
17.423359,0.26500815,-1.7599305,592.039,-609.19885,7511.2837,427.5868,349.53442,74.16547,2.5029168,0.05942367,3.155217,0.83905476,0.040172786,288.06815,-2.714659,441.9902,444.70486,17.23555,0.3337825,-1.8183783,425.1635,350.33954,76.66034,0.84979665,0.05318148,3.3539789,0.81452596,0.045123935,288.06677,-0.91647863,439.56686,440.48334,0.012038206911087037,965.6252913475037,45000
13.456425,0.056778654,-1.751219,289.79337,-146.42233,2943.9692,426.66797,287.01965,75.08078,1.0132167,0.030745592,2.9432924,0.77922887,0.025621096,296.50238,5.708978,441.4931,435.78412,19.000534,0.41368708,-1.7346275,425.39755,289.16873,76.39075,2.2806087,0.03558169,1.9522271,0.8704195,0.054920033,296.52753,4.2754264,440.22394,435.94852,0.012027056694030761,1025.760586977005,50000
15.311461,0.13619207,-1.7699944,146.17598,-120.49682,2027.3372,427.4568,361.25388,74.358154,3.735273,0.0115426425,2.1699564,0.79900485,0.055579804,299.53146,11.519188,442.43338,430.91418,16.604942,0.22579508,-1.7184045,421.76166,406.2024,80.25931,3.5519314,0.0322714,2.887841,0.80588365,0.033528887,299.5326,5.3102937,436.73828,431.42798,0.012030892467498779,1085.9150581359863,55000
21.671381,0.30754903,-1.7884538,665.9988,-604.72766,6521.717,424.47296,433.86295,77.58189,6.2586746,0.04748953,2.5742435,0.88630307,0.055655148,301.23022,0.7562293,439.5345,438.77826,19.4015,0.2907017,-1.7294533,418.37488,455.59406,84.15631,0.73226744,0.051085625,3.496026,0.85547626,0.050455086,301.2127,-0.32700378,433.43552,433.7625,0.012010163927078247,1145.9658877849579,60000
15.385127,0.14995252,-1.7178277,403.1754,-352.27005,3994.298,413.78885,474.99765,88.831184,3.3396235,0.036152665,2.6411247,0.83905804,0.064441286,300.86487,4.166177,428.8321,424.66592,17.292992,0.18044713,-1.7852652,413.2554,425.56378,89.31885,2.3528972,0.043519843,2.5137372,0.85453206,0.030147428,300.84894,1.9495485,428.29785,426.3483,0.012031837368011474,1206.12508559227,65000
17.328236,0.12780976,-1.7353427,340.63858,-275.09174,3463.6292,423.38535,383.62488,78.63105,5.824878,0.018496484,1.990375,0.8271457,0.045718372,303.75494,9.569349,438.5731,429.00375,17.90766,0.17592058,-1.7365189,424.5652,365.33087,77.349686,1.7730806,0.044010594,3.178861,0.8377501,0.039082207,303.72455,1.8191297,439.7514,437.93228,0.012034200620651246,1266.296100139618,70000
19.127163,0.06522301,-1.8069291,747.7954,-614.21423,7874.3984,421.26627,425.06305,80.709885,2.6302767,0.04980427,3.3560207,0.86357844,0.030783158,303.88828,0.059480198,436.46066,436.40118,18.55999,0.32079068,-1.7274565,424.75977,374.99323,77.1514,3.6648893,0.025735809,2.0160167,0.9008579,0.04778263,303.8726,7.373223,439.9534,432.58017,0.012039353752136231,1326.492879152298,75000
19.295235,0.3163098,-1.7309417,413.95966,-448.2821,5507.205,416.25735,468.7367,86.29044,1.2365704,0.061058227,3.2421489,0.8084693,0.037145972,304.20764,-3.363997,431.46774,434.83173,20.031834,0.2554834,-1.6897714,422.92694,498.2882,79.45635,2.7657213,0.04655481,3.056309,0.8442154,0.03628856,304.2294,1.0481279,438.1384,437.09027,0.012032592487335205,1386.655851840973,80000
19.662266,0.29696476,-1.7146361,467.0589,-382.1199,5031.669,425.06433,344.31494,76.89009,2.4057875,0.055356793,3.2510679,0.8744165,0.045152515,310.697,-1.6643393,440.59918,442.26352,17.948898,0.2693854,-1.6551715,425.38672,393.1153,76.68013,3.4569788,0.04738167,2.9790957,0.8693371,0.023239883,310.70203,0.8135209,440.9218,440.1083,0.01203431248664856,1446.8274247646332,85000
13.458498,0.18557487,-1.6279547,430.86496,-472.76102,5029.6045,427.30875,342.91187,74.48402,5.1807985,0.014936766,2.0266712,0.8169468,0.026059713,309.8961,10.86596,442.80356,431.9376,13.270548,0.04943239,-1.6767507,429.902,363.3822,71.88895,4.271592,0.05103673,2.6621234,0.78228086,0.01593873,309.93524,-0.32131907,445.39877,445.7201,0.01203586573600769,1507.0067636966705,90000
17.975327,0.29795384,-1.710171,391.63086,-540.86786,5368.212,431.65613,289.46985,69.920876,2.4157991,0.028644446,2.073178,0.8629768,0.03608023,307.5597,6.5681076,447.03412,440.466,16.2467,0.24972892,-1.612818,427.51282,285.04352,74.14366,1.8210492,0.047542654,3.2482846,0.86544967,0.036274448,307.5761,0.75582117,442.89163,442.1358,0.01203131456375122,1567.1633486747742,95000
22.285122,0.260872,-1.7802529,446.1932,-557.9583,6446.4116,415.82257,472.79242,87.07746,1.0610672,0.035821553,2.0374484,0.91692406,0.06916351,312.5546,4.431539,431.45032,427.01877,22.154577,0.21092327,-1.6606216,407.51224,486.15817,95.29202,4.787787,0.043680012,2.2939985,0.9080212,0.051006295,312.5865,1.975543,423.14157,421.16602,0.012024428606033324,1627.285504102707,100000
17.664509,0.2364173,-1.5489726,176.66394,-193.22922,2753.0737,417.06256,406.09726,85.2111,7.4380593,0.041501425,2.9322078,0.8619888,0.071454234,312.19992,2.6532545,432.67255,430.0193,18.999107,0.1570415,-1.8496017,417.4845,455.787,84.99799,1.6067426,0.020511115,1.8847197,0.82333386,0.04183985,312.18533,9.205997,433.09375,423.88776,0.08953892607688904,2074.980147123337,105000
18.508345,0.20236927,-1.7421532,173.01779,-196.3166,2354.9106,421.23468,453.60712,81.29382,2.1298003,0.015163599,2.298656,0.79089886,0.044627067,316.2508,11.01704,437.0472,426.03018,17.300625,0.2735204,-1.7338359,422.25662,427.57782,79.938835,5.512643,0.011559563,1.8037952,0.8249578,0.074802876,316.23886,12.15636,438.06857,425.9122,0.012043499755859374,2135.19765996933,110000
12.575547,0.18374038,-1.5952389,163.95297,-162.8799,2629.164,432.65216,299.01733,68.85147,5.972801,0.07709882,3.8740802,0.8083404,0.06626222,316.38654,-8.573701,448.4715,457.0452,16.523163,0.21780054,-1.7597268,425.85803,363.766,75.98928,2.0597517,0.02224565,2.2370994,0.8086638,0.054967925,316.37854,8.780881,441.67697,432.8961,0.012037559747695922,2195.3854687213898,115000
18.267035,0.12953027,-1.7528449,153.26456,-197.23721,2245.3218,425.33322,353.12344,76.65621,1.8028309,0.028983941,2.2160363,0.84064597,0.024919849,319.13068,6.706869,441.28976,434.5829,17.919556,0.1961051,-1.707506,411.21106,433.24805,91.58107,0.8204462,0.017187808,1.7741821,0.8640459,0.027252737,319.10452,10.470519,427.1663,416.69577,0.012035133409500121,2255.5611460208893,120000
21.582306,0.32835466,-1.6912471,234.28163,-281.99417,3277.7666,418.8865,435.50034,83.32762,1.1887513,0.041439697,3.2728806,0.88514394,0.03623583,319.47205,2.7347777,434.8601,432.12534,17.871403,0.308845,-1.6638739,424.52466,421.89938,77.42556,5.8345156,0.046633832,3.1301038,0.8935991,0.0531323,319.46442,1.075371,440.4979,439.42252,0.012029992532730103,2315.71112036705,125000
21.617207,0.2966349,-1.5867116,520.52454,-577.14197,5478.799,409.76056,495.12137,93.39391,1.546338,0.032682754,2.1758611,0.89882433,0.030998986,320.5937,5.5518,425.79022,420.23843,17.184898,0.21365675,-1.5727295,418.52362,394.104,83.601,0.47424778,0.025210176,2.083659,0.8613115,0.08152443,320.5787,7.94709,434.55255,426.60547,0.012046281719207763,2375.942539215088,130000
17.577545,0.047601037,-1.6375027,141.77107,-112.91466,2066.5918,413.021,432.20068,89.59616,1.4737028,0.05562996,2.7285888,0.8708822,0.057837326,317.6194,-1.7881845,428.90198,430.69016,21.44981,0.28408474,-1.683399,415.02985,467.11124,87.32332,4.417786,0.025200482,2.0664754,0.8832315,0.04545947,317.61517,7.8767033,430.9106,423.0339,0.012043331050872803,2436.1592061519623,135000
19.906412,0.060184747,-1.6988865,304.48166,-382.41006,4560.166,420.47113,478.05643,81.88267,2.3703756,0.0659398,3.242197,0.8693378,0.04063145,321.0664,-5.117734,436.52444,441.64218,20.403458,0.38492057,-1.6109673,426.36862,437.46606,75.5291,2.0191996,0.040083118,2.765191,0.9038292,0.050306994,321.06317,3.183946,442.42178,439.23782,0.012028545618057251,2496.3019468784332,140000
19.304342,0.11752962,-1.7542448,269.1957,-200.0537,2401.1108,417.5337,451.89423,84.8013,3.4571862,0.024654929,2.2099414,0.8433323,0.05071095,318.9968,8.084997,433.48352,425.39853,19.396473,0.08383168,-1.6619766,413.86826,468.6753,88.65314,2.4013927,0.12144826,4.3319035,0.8958231,0.041613564,318.9968,-22.791767,429.81808,452.60986,0.012034426975250244,2556.474092721939,145000
21.655594,0.29941356,-1.611282,501.37772,-649.45605,6397.9507,413.58197,523.0755,89.678604,0.45078275,0.031394757,2.0793376,0.9154379,0.06510816,321.14175,5.9749203,429.63904,423.66412,22.31748,0.33283263,-1.5937442,414.4689,490.9032,88.453735,1.4563215,0.086684585,3.7788327,0.8975163,0.057611525,321.19363,-11.782855,430.52856,442.31143,0.012030180072784424,2616.6250030994415,150000
22.524815,0.36002374,-1.6454959,159.42323,-181.08348,6284.6987,412.37457,404.81586,90.239365,7.128904,0.15272065,6.802603,0.915106,0.03770307,323.34903,-33.214622,428.54202,461.75665,19.697123,0.2038734,-1.7274361,406.4547,488.9878,96.89645,3.0364213,0.020793222,2.1923943,0.8906563,0.045431416,323.3697,9.444587,422.6232,413.17862,0.012044568634033203,2676.8478574752808,155000
20.61268,0.10680607,-1.6123779,245.7153,-334.8372,4073.1702,413.93402,536.87866,88.97212,4.8882875,0.06311521,3.1372504,0.88835967,0.027582372,324.29092,-4.2531433,430.14856,434.4017,19.232048,0.13696077,-1.6635941,416.6881,442.04587,85.84565,1.2442635,0.051555265,3.570173,0.8615912,0.05664906,324.28815,-0.5043537,432.9025,433.40686,0.012042158842086792,2737.0586626529694,160000
